2016-08-13	Hull	Leicester	0.740	2.456	2	1	0.054	0.125	0.822
2016-08-13	Crystal Palace	West Bromwich Albion	0.990	0.685	0	1	0.429	0.336	0.235
2016-08-13	Everton	Tottenham	0.790	1.123	1	1	0.231	0.332	0.436
2016-08-13	Burnley	Swansea	1.049	1.721	0	1	0.163	0.289	0.549
2016-08-13	Middlesbrough	Stoke	1.805	0.486	1	1	0.788	0.162	0.049
2016-08-13	Southampton	Watford	0.937	0.180	1	1	0.542	0.392	0.066
2016-08-13	Manchester City	Sunderland	1.955	1.099	2	1	0.598	0.251	0.151
2016-08-14	Bournemouth	Manchester United	0.523	1.911	1	3	0.055	0.159	0.786
2016-08-14	Arsenal	Liverpool	1.182	1.659	3	4	0.239	0.286	0.475
2016-08-15	Chelsea	West Ham	1.460	0.446	2	1	0.686	0.236	0.078
2016-08-19	Manchester United	Southampton	1.366	0.613	2	0	0.602	0.271	0.127
2016-08-20	Stoke	Manchester City	1.311	2.172	1	4	0.143	0.255	0.602
2016-08-20	Burnley	Liverpool	0.198	0.939	2	0	0.072	0.373	0.555
2016-08-20	Swansea	Hull	1.141	2.187	0	2	0.135	0.204	0.661
2016-08-20	Tottenham	Crystal Palace	2.256	0.358	1	0	0.871	0.105	0.024
2016-08-20	Watford	Chelsea	0.805	1.756	1	2	0.108	0.247	0.645
2016-08-20	West Bromwich Albion	Everton	2.019	1.839	1	2	0.398	0.256	0.345
2016-08-20	Leicester	Arsenal	0.554	0.522	0	0	0.292	0.449	0.260
2016-08-21	Sunderland	Middlesbrough	1.464	0.855	1	2	0.519	0.296	0.185
2016-08-21	West Ham	Bournemouth	1.693	0.393	1	0	0.747	0.196	0.057
2016-08-27	Tottenham	Liverpool	0.591	1.926	1	1	0.067	0.170	0.762
2016-08-27	Watford	Arsenal	1.078	2.033	1	3	0.138	0.218	0.644
2016-08-27	Leicester	Swansea	2.480	0.328	2	1	0.913	0.072	0.015
2016-08-27	Southampton	Sunderland	0.614	1.391	1	1	0.121	0.257	0.622
2016-08-27	Chelsea	Burnley	2.658	0.184	3	0	0.926	0.062	0.011
2016-08-27	Crystal Palace	Bournemouth	2.659	0.974	1	1	0.780	0.145	0.075
2016-08-27	Everton	Stoke	2.318	0.187	1	0	0.911	0.078	0.011
2016-08-27	Hull	Manchester United	0.269	2.472	0	1	0.011	0.062	0.926
2016-08-28	West Bromwich Albion	Middlesbrough	0.697	0.397	0	0	0.383	0.444	0.173
2016-08-28	Manchester City	West Ham	3.216	1.084	3	1	0.831	0.114	0.056
2016-09-10	Manchester United	Manchester City	1.010	1.887	1	2	0.159	0.235	0.606
2016-09-10	Middlesbrough	Crystal Palace	0.612	1.124	1	2	0.175	0.317	0.508
2016-09-10	Stoke	Tottenham	1.018	2.770	0	4	0.071	0.131	0.798
2016-09-10	Arsenal	Southampton	1.892	1.175	2	1	0.552	0.262	0.186
2016-09-10	Bournemouth	West Bromwich Albion	0.987	1.483	1	0	0.204	0.287	0.509
2016-09-10	Burnley	Hull	0.453	0.907	1	1	0.165	0.362	0.473
2016-09-10	West Ham	Watford	1.322	1.855	2	4	0.244	0.249	0.508
2016-09-10	Liverpool	Leicester	2.769	1.225	4	1	0.735	0.164	0.101
2016-09-11	Swansea	Chelsea	1.230	2.190	2	2	0.164	0.246	0.589
2016-09-12	Sunderland	Everton	1.040	2.845	0	3	0.075	0.141	0.784
