Season,HomeTeam,AwayTeam,home_rest_days_all,away_rest_days_all,home_matches_last_14_all,away_matches_last_14_all,home_played_euro_last_5,away_played_euro_last_5,diff_rest_days_all,diff_matches_last_14_all,diff_played_euro_last_5
2018_2019,Huddersfield,Brighton,6.0,7.0,1,1,0,0,-1.0,0,0
2018_2019,Leicester,Watford,4.0,7.0,2,1,0,0,-3.0,1,0
2018_2019,Man City,Bournemouth,4.0,6.0,2,1,1,0,-2.0,1,1
2018_2019,Newcastle,West Ham,5.0,7.0,1,1,0,0,-2.0,0,0
2018_2019,Southampton,Man United,4.0,4.0,2,2,0,1,0.0,0,-1
2018_2019,Arsenal,Tottenham,3.0,4.0,2,2,1,1,-1.0,0,0
2018_2019,Chelsea,Fulham,3.0,8.0,2,1,1,0,-5.0,1,1
2018_2019,Liverpool,Everton,4.0,8.0,2,1,1,0,-4.0,1,1
2018_2019,Bournemouth,Huddersfield,3.0,3.0,2,2,0,0,0.0,0,0
2018_2019,Brighton,Crystal Palace,3.0,3.0,2,2,0,0,0.0,0,0
2018_2019,Watford,Man City,3.0,3.0,2,3,0,0,0.0,-1,0
2018_2019,West Ham,Cardiff,3.0,4.0,2,2,0,0,-1.0,0,0
2018_2019,Burnley,Liverpool,4.0,3.0,2,3,0,0,1.0,-1,0
2018_2019,Everton,Newcastle,3.0,4.0,2,2,0,0,-1.0,0,0
2018_2019,Fulham,Leicester,3.0,4.0,2,3,0,0,-1.0,-1,0
2018_2019,Man United,Arsenal,4.0,3.0,3,3,0,0,1.0,0,0
2018_2019,Tottenham,Southampton,3.0,4.0,3,3,0,0,-1.0,0,0
2018_2019,Wolves,Chelsea,5.0,3.0,2,3,0,0,2.0,-1,0
2018_2019,Arsenal,Huddersfield,3.0,4.0,4,3,0,0,-1.0,1,0
2018_2019,Bournemouth,Liverpool,4.0,3.0,3,4,0,0,1.0,-1,0
2018_2019,Burnley,Brighton,3.0,4.0,3,3,0,0,-1.0,0,0
2018_2019,Cardiff,Southampton,4.0,3.0,3,4,0,0,1.0,-1,0
2018_2019,Chelsea,Man City,3.0,4.0,4,4,0,0,-1.0,0,0
2018_2019,Leicester,Tottenham,3.0,3.0,4,4,0,0,0.0,0,0
2018_2019,Man United,Fulham,3.0,3.0,4,3,0,0,0.0,1,0
2018_2019,West Ham,Crystal Palace,4.0,4.0,3,3,0,0,0.0,0,0
2018_2019,Newcastle,Wolves,4.0,4.0,3,3,0,0,0.0,0,0
2018_2019,Everton,Watford,5.0,6.0,2,2,0,0,-1.0,0,0
2018_2019,Crystal Palace,Leicester,7.0,7.0,3,3,0,0,0.0,0,0
2018_2019,Fulham,West Ham,7.0,7.0,3,3,0,0,0.0,0,0
2018_2019,Huddersfield,Newcastle,7.0,6.0,3,3,0,0,1.0,0,0
2018_2019,Man City,Everton,3.0,5.0,4,3,1,0,-2.0,1,1
2018_2019,Tottenham,Burnley,4.0,7.0,4,3,1,0,-3.0,1,1
2018_2019,Watford,Cardiff,5.0,7.0,3,2,0,0,-2.0,1,0
2018_2019,Wolves,Bournemouth,6.0,7.0,2,3,0,0,-1.0,-1,0
2018_2019,Brighton,Chelsea,8.0,3.0,2,4,0,1,5.0,-2,-1
2018_2019,Liverpool,Man United,5.0,4.0,4,3,1,1,1.0,1,0
2018_2019,Southampton,Arsenal,8.0,3.0,2,4,0,1,5.0,-2,-1
2018_2019,Wolves,Liverpool,6.0,5.0,2,3,0,0,1.0,-1,0
2018_2019,Arsenal,Burnley,3.0,7.0,4,2,0,0,-4.0,2,0
2018_2019,Bournemouth,Brighton,3.0,6.0,3,2,0,0,-3.0,1,0
2018_2019,Cardiff,Man United,7.0,6.0,2,3,0,0,1.0,-1,0
2018_2019,Chelsea,Leicester,3.0,4.0,4,3,0,0,-1.0,1,0
2018_2019,Huddersfield,Southampton,7.0,6.0,2,2,0,0,1.0,0,0
2018_2019,Man City,Crystal Palace,4.0,7.0,4,2,0,0,-3.0,2,0
2018_2019,Newcastle,Fulham,7.0,7.0,2,2,0,0,0.0,0,0
2018_2019,West Ham,Watford,7.0,7.0,2,2,0,0,0.0,0,0
2018_2019,Everton,Tottenham,8.0,4.0,2,3,0,0,4.0,-1,0
2018_2019,Brighton,Arsenal,4.0,4.0,2,4,0,0,0.0,-2,0
2018_2019,Burnley,Everton,4.0,3.0,2,2,0,0,1.0,0,0
2018_2019,Crystal Palace,Cardiff,4.0,4.0,2,2,0,0,0.0,0,0
2018_2019,Fulham,Wolves,4.0,5.0,2,2,0,0,-1.0,0,0
2018_2019,Leicester,Man City,4.0,4.0,3,4,0,0,0.0,-1,0
2018_2019,Liverpool,Newcastle,5.0,4.0,2,2,0,0,1.0,0,0
2018_2019,Man United,Huddersfield,4.0,4.0,3,2,0,0,0.0,1,0
2018_2019,Tottenham,Bournemouth,3.0,4.0,3,3,0,0,-1.0,0,0
2018_2019,Watford,Chelsea,4.0,4.0,2,4,0,0,0.0,-2,0
2018_2019,Southampton,West Ham,5.0,5.0,2,2,0,0,0.0,0,0
2018_2019,Brighton,Everton,3.0,3.0,3,3,0,0,0.0,0,0
2018_2019,Fulham,Huddersfield,3.0,3.0,3,3,0,0,0.0,0,0
2018_2019,Leicester,Cardiff,3.0,3.0,4,3,0,0,0.0,1,0
2018_2019,Liverpool,Arsenal,3.0,3.0,3,4,0,0,0.0,-1,0
2018_2019,Tottenham,Wolves,3.0,3.0,4,3,0,0,0.0,1,0
2018_2019,Watford,Newcastle,3.0,3.0,3,3,0,0,0.0,0,0
2018_2019,Burnley,West Ham,4.0,3.0,2,2,0,0,1.0,0,0
2018_2019,Crystal Palace,Chelsea,4.0,4.0,2,4,0,0,0.0,-2,0
2018_2019,Man United,Bournemouth,4.0,4.0,3,3,0,0,0.0,0,0
2018_2019,Southampton,Man City,3.0,4.0,3,3,0,0,-1.0,0,0
2018_2019,Arsenal,Fulham,3.0,3.0,4,3,0,0,0.0,1,0
2018_2019,Cardiff,Tottenham,3.0,3.0,3,4,0,0,0.0,-1,0
2018_2019,Everton,Leicester,3.0,3.0,3,4,0,0,0.0,-1,0
2018_2019,Bournemouth,Watford,3.0,4.0,4,3,0,0,-1.0,1,0
2018_2019,Chelsea,Southampton,3.0,3.0,4,3,0,0,0.0,1,0
2018_2019,Huddersfield,Burnley,4.0,3.0,3,3,0,0,1.0,0,0
2018_2019,Newcastle,Man United,4.0,3.0,3,3,0,0,1.0,0,0
2018_2019,West Ham,Brighton,3.0,4.0,3,3,0,0,-1.0,0,0
2018_2019,Wolves,Crystal Palace,4.0,3.0,3,3,0,0,1.0,0,0
2018_2019,Man City,Liverpool,4.0,5.0,3,3,0,0,-1.0,0,0
2018_2019,Brighton,Liverpool,7.0,5.0,3,3,0,0,2.0,0,0
2018_2019,Burnley,Fulham,7.0,6.0,3,3,0,0,1.0,0,0
2018_2019,Cardiff,Huddersfield,7.0,7.0,3,3,0,0,0.0,0,0
2018_2019,Chelsea,Newcastle,4.0,7.0,4,3,0,0,-3.0,1,0
2018_2019,Crystal Palace,Watford,7.0,6.0,3,3,0,0,1.0,0,0
2018_2019,Leicester,Southampton,6.0,7.0,3,3,0,0,-1.0,0,0
2018_2019,West Ham,Arsenal,7.0,7.0,3,3,0,0,0.0,0,0
2018_2019,Everton,Bournemouth,8.0,8.0,2,3,0,0,0.0,-1,0
2018_2019,Tottenham,Man United,5.0,8.0,3,3,0,0,-3.0,0,0
2018_2019,Man City,Wolves,5.0,7.0,3,2,0,0,-2.0,1,0
2018_2019,Arsenal,Chelsea,7.0,7.0,2,3,0,0,0.0,-1,0
2018_2019,Bournemouth,West Ham,6.0,7.0,2,2,0,0,-1.0,0,0
2018_2019,Liverpool,Crystal Palace,7.0,7.0,2,2,0,0,0.0,0,0
2018_2019,Man United,Brighton,6.0,7.0,2,2,0,0,-1.0,0,0
2018_2019,Newcastle,Cardiff,4.0,7.0,3,2,0,0,-3.0,1,0
2018_2019,Southampton,Everton,3.0,6.0,3,2,0,0,-3.0,1,0
2018_2019,Watford,Burnley,7.0,7.0,2,2,0,0,0.0,0,0
2018_2019,Wolves,Leicester,5.0,7.0,2,2,0,0,-2.0,0,0
2018_2019,Fulham,Tottenham,8.0,7.0,2,2,0,0,1.0,0,0
2018_2019,Huddersfield,Man City,8.0,6.0,1,3,0,0,2.0,-2,0
2018_2019,Arsenal,Cardiff,4.0,10.0,2,1,0,0,-6.0,1,0
2018_2019,Fulham,Brighton,9.0,3.0,1,2,0,0,6.0,-1,0
2018_2019,Huddersfield,Everton,9.0,3.0,1,2,0,0,6.0,-1,0
2018_2019,Man United,Burnley,4.0,3.0,2,2,0,0,1.0,0,0
2018_2019,Newcastle,Man City,3.0,3.0,3,3,0,0,0.0,0,0
2018_2019,Wolves,West Ham,3.0,3.0,2,2,0,0,0.0,0,0
2018_2019,Bournemouth,Chelsea,11.0,3.0,1,3,0,0,8.0,-2,0
2018_2019,Liverpool,Leicester,11.0,11.0,1,1,0,0,0.0,0,0
2018_2019,Southampton,Crystal Palace,11.0,3.0,2,2,0,0,8.0,0,0
2018_2019,Tottenham,Watford,3.0,4.0,3,2,0,0,-1.0,1,0
2018_2019,Brighton,Watford,4.0,3.0,3,3,0,0,1.0,0,0
2018_2019,Burnley,Southampton,4.0,3.0,3,2,0,0,1.0,1,0
2018_2019,Cardiff,Bournemouth,4.0,3.0,2,2,0,0,1.0,0,0
2018_2019,Chelsea,Huddersfield,3.0,4.0,4,2,0,0,-1.0,2,0
2018_2019,Crystal Palace,Fulham,3.0,4.0,3,2,0,0,-1.0,1,0
2018_2019,Everton,Wolves,4.0,4.0,3,3,0,0,0.0,0,0
2018_2019,Tottenham,Newcastle,3.0,4.0,4,3,0,0,-1.0,1,0
2018_2019,Leicester,Man United,4.0,5.0,1,2,0,0,-1.0,-1,0
2018_2019,Man City,Arsenal,5.0,5.0,4,2,0,0,0.0,2,0
2018_2019,West Ham,Liverpool,6.0,5.0,2,1,0,0,1.0,1,0
2018_2019,Everton,Man City,4.0,3.0,3,4,0,0,1.0,-1,0
2018_2019,Brighton,Burnley,3.0,7.0,4,3,0,0,-4.0,1,0
2018_2019,Crystal Palace,West Ham,7.0,5.0,3,3,0,0,2.0,0,0
2018_2019,Fulham,Man United,7.0,6.0,2,2,0,0,1.0,0,0
2018_2019,Huddersfield,Arsenal,7.0,6.0,2,2,0,0,1.0,0,0
2018_2019,Liverpool,Bournemouth,5.0,7.0,2,2,0,0,-2.0,0,0
2018_2019,Southampton,Cardiff,7.0,7.0,2,2,0,0,0.0,0,0
2018_2019,Watford,Everton,7.0,3.0,3,4,0,0,4.0,-1,0
2018_2019,Man City,Chelsea,4.0,8.0,3,3,0,0,-4.0,0,0
2018_2019,Tottenham,Leicester,8.0,7.0,3,2,0,0,1.0,1,0
2018_2019,Wolves,Newcastle,6.0,9.0,3,2,0,0,-3.0,1,0
2018_2019,Cardiff,Watford,13.0,7.0,1,2,0,0,6.0,-1,0
2018_2019,West Ham,Fulham,13.0,13.0,1,1,0,0,0.0,0,0
2018_2019,Bournemouth,Wolves,14.0,6.0,1,2,0,0,8.0,-1,0
2018_2019,Burnley,Tottenham,14.0,10.0,1,2,0,0,4.0,-1,0
2018_2019,Leicester,Crystal Palace,13.0,6.0,1,2,0,0,7.0,-1,0
2018_2019,Newcastle,Huddersfield,12.0,14.0,1,1,0,0,-2.0,0,0
2018_2019,Arsenal,Southampton,3.0,15.0,2,0,1,0,-12.0,2,1
2018_2019,Man United,Liverpool,6.0,5.0,2,1,0,1,1.0,1,-1
2018_2019,Cardiff,Everton,4.0,17.0,1,0,0,0,-13.0,1,0
2018_2019,Huddersfield,Wolves,3.0,3.0,1,2,0,0,0.0,-1,0
2018_2019,Leicester,Brighton,3.0,10.0,1,1,0,0,-7.0,0,0
2018_2019,Newcastle,Burnley,3.0,3.0,1,1,0,0,0.0,0,0
2018_2019,Arsenal,Bournemouth,3.0,4.0,3,1,0,0,-1.0,2,0
2018_2019,Chelsea,Tottenham,3.0,4.0,4,2,0,0,-1.0,2,0
2018_2019,Crystal Palace,Man United,4.0,3.0,2,2,0,0,1.0,0,0
2018_2019,Liverpool,Watford,3.0,5.0,2,2,0,0,-2.0,0,0
2018_2019,Man City,West Ham,3.0,5.0,3,1,0,0,-2.0,2,0
2018_2019,Southampton,Fulham,3.0,5.0,1,1,0,0,-2.0,0,0
2018_2019,Bournemouth,Man City,3.0,3.0,2,4,0,0,0.0,-2,0
2018_2019,Brighton,Huddersfield,4.0,4.0,2,2,0,0,0.0,0,0
2018_2019,Burnley,Crystal Palace,4.0,3.0,2,3,0,0,1.0,-1,0
2018_2019,Man United,Southampton,3.0,3.0,3,2,0,0,0.0,1,0
2018_2019,Tottenham,Arsenal,3.0,3.0,2,3,0,0,0.0,-1,0
2018_2019,West Ham,Newcastle,3.0,4.0,2,2,0,0,-1.0,0,0
2018_2019,Wolves,Cardiff,4.0,4.0,3,2,0,0,0.0,1,0
2018_2019,Everton,Liverpool,5.0,4.0,1,3,0,0,1.0,-2,0
2018_2019,Fulham,Chelsea,4.0,4.0,2,4,0,0,0.0,-2,0
2018_2019,Watford,Leicester,4.0,5.0,2,2,0,0,-1.0,0,0
2018_2019,Cardiff,West Ham,7.0,7.0,2,2,0,0,0.0,0,0
2018_2019,Crystal Palace,Brighton,7.0,7.0,3,2,0,0,0.0,1,0
2018_2019,Huddersfield,Bournemouth,7.0,7.0,3,3,0,0,0.0,0,0
2018_2019,Leicester,Fulham,6.0,6.0,3,2,0,0,0.0,1,0
2018_2019,Man City,Watford,7.0,6.0,3,2,0,0,1.0,1,0
2018_2019,Newcastle,Everton,7.0,6.0,3,2,0,0,1.0,1,0
2018_2019,Southampton,Tottenham,7.0,4.0,3,4,0,1,3.0,-1,-1
2018_2019,Arsenal,Man United,3.0,4.0,4,4,1,1,-1.0,0,0
2018_2019,Chelsea,Wolves,3.0,8.0,4,2,1,0,-5.0,2,1
2018_2019,Liverpool,Burnley,7.0,8.0,3,2,0,0,-1.0,1,0
2018_2019,Bournemouth,Newcastle,7.0,7.0,2,2,0,0,0.0,0,0
2018_2019,Burnley,Leicester,6.0,7.0,2,2,0,0,-1.0,0,0
2018_2019,West Ham,Huddersfield,7.0,7.0,2,2,0,0,0.0,0,0
2018_2019,Everton,Chelsea,8.0,3.0,2,4,0,1,5.0,-2,-1
2018_2019,Fulham,Liverpool,8.0,4.0,2,3,0,1,4.0,-1,-1
2018_2019,Brighton,Southampton,13.0,21.0,1,0,0,0,-8.0,1,0
2018_2019,Burnley,Wolves,14.0,14.0,1,1,0,0,0.0,0,0
2018_2019,Crystal Palace,Huddersfield,14.0,14.0,1,1,0,0,0.0,0,0
2018_2019,Fulham,Man City,13.0,14.0,1,1,0,0,-1.0,0,0
2018_2019,Leicester,Bournemouth,14.0,14.0,1,1,0,0,0.0,0,0
2018_2019,Man United,Watford,14.0,14.0,1,1,0,0,0.0,0,0
2018_2019,West Ham,Everton,14.0,13.0,1,1,0,0,1.0,0,0
2018_2019,Cardiff,Chelsea,22.0,14.0,0,1,0,0,8.0,-1,0
2018_2019,Liverpool,Tottenham,14.0,22.0,1,0,0,0,-8.0,1,0
2018_2019,Arsenal,Newcastle,18.0,16.0,0,0,0,0,2.0,0,0
2018_2019,Watford,Fulham,3.0,3.0,1,1,0,0,0.0,0,0
2018_2019,Wolves,Man United,3.0,3.0,1,1,0,0,0.0,0,0
2018_2019,Chelsea,Brighton,3.0,4.0,1,1,0,0,-1.0,0,0
2018_2019,Man City,Cardiff,4.0,3.0,1,1,0,0,1.0,0,0
2018_2019,Tottenham,Crystal Palace,3.0,4.0,1,1,0,0,-1.0,0,0
2018_2019,Southampton,Liverpool,6.0,5.0,1,1,0,0,1.0,0,0
2018_2019,Bournemouth,Burnley,7.0,7.0,1,1,0,0,0.0,0,0
2018_2019,Huddersfield,Leicester,7.0,7.0,1,1,0,0,0.0,0,0
2018_2019,Newcastle,Crystal Palace,5.0,3.0,1,2,0,0,2.0,-1,0
2018_2019,Everton,Arsenal,8.0,6.0,1,1,0,0,2.0,0,0
2018_2019,Chelsea,West Ham,5.0,9.0,2,1,0,0,-4.0,1,0
2018_2019,Leicester,Newcastle,6.0,6.0,2,2,0,0,0.0,0,0
2018_2019,Brighton,Bournemouth,7.0,7.0,3,2,0,0,0.0,1,0
2018_2019,Burnley,Cardiff,7.0,10.0,2,2,0,0,-3.0,0,0
2018_2019,Fulham,Everton,11.0,6.0,2,2,0,0,5.0,0,0
2018_2019,Man United,West Ham,3.0,5.0,3,2,1,0,-2.0,1,1
2018_2019,Southampton,Wolves,8.0,6.0,2,3,0,0,2.0,-1,0
2018_2019,Tottenham,Huddersfield,4.0,7.0,3,2,1,0,-3.0,1,1
2018_2019,Crystal Palace,Man City,8.0,5.0,2,3,0,1,3.0,-1,-1
2018_2019,Liverpool,Chelsea,5.0,3.0,3,4,1,1,2.0,-1,0
2018_2019,Watford,Arsenal,8.0,4.0,2,3,0,1,4.0,-1,-1
2018_2019,Brighton,Cardiff,3.0,3.0,3,2,0,0,0.0,1,0
2018_2019,Bournemouth,Fulham,7.0,7.0,2,1,0,0,0.0,1,0
2018_2019,Huddersfield,Watford,7.0,5.0,2,2,0,0,2.0,0,0
2018_2019,Man City,Tottenham,3.0,3.0,4,3,1,1,0.0,1,0
2018_2019,Newcastle,Southampton,8.0,7.0,2,1,0,0,1.0,1,0
2018_2019,West Ham,Leicester,7.0,8.0,2,2,0,0,-1.0,0,0
2018_2019,Wolves,Brighton,7.0,4.0,2,3,0,0,3.0,-1,0
2018_2019,Arsenal,Crystal Palace,3.0,7.0,4,1,1,0,-4.0,3,1
2018_2019,Cardiff,Liverpool,5.0,4.0,2,3,0,1,1.0,-1,-1
2018_2019,Everton,Man United,8.0,5.0,2,3,0,1,3.0,-1,-1
2018_2019,Chelsea,Burnley,4.0,9.0,4,1,1,0,-5.0,3,1
2018_2019,Tottenham,Brighton,3.0,3.0,4,3,0,0,0.0,1,0
2018_2019,Watford,Southampton,3.0,3.0,2,2,0,0,0.0,0,0
2018_2019,Man United,Man City,3.0,4.0,4,3,0,0,-1.0,1,0
2018_2019,Wolves,Arsenal,4.0,3.0,2,4,0,0,1.0,-2,0
2018_2019,Liverpool,Huddersfield,5.0,6.0,3,2,0,0,-1.0,1,0
2018_2019,Brighton,Newcastle,4.0,7.0,4,1,0,0,-3.0,3,0
2018_2019,Crystal Palace,Everton,6.0,6.0,2,2,0,0,0.0,0,0
2018_2019,Fulham,Cardiff,7.0,6.0,2,3,0,0,1.0,-1,0
2018_2019,Southampton,Bournemouth,4.0,7.0,3,2,0,0,-3.0,1,0
2018_2019,Tottenham,West Ham,4.0,7.0,4,2,0,0,-3.0,2,0
2018_2019,Watford,Wolves,4.0,3.0,3,3,0,0,1.0,0,0
2018_2019,Burnley,Man City,6.0,4.0,1,4,0,0,2.0,-3,0
2018_2019,Leicester,Arsenal,8.0,4.0,1,4,0,0,4.0,-3,0
2018_2019,Man United,Chelsea,4.0,6.0,3,3,0,0,-2.0,0,0
2018_2019,Everton,Burnley,6.0,5.0,2,2,0,0,1.0,0,0
2018_2019,Bournemouth,Tottenham,7.0,4.0,2,4,0,1,3.0,-2,-1
2018_2019,Cardiff,Crystal Palace,7.0,7.0,2,2,0,0,0.0,0,0
2018_2019,Newcastle,Liverpool,7.0,3.0,2,3,0,1,4.0,-1,-1
2018_2019,West Ham,Southampton,7.0,7.0,2,3,0,0,0.0,-1,0
2018_2019,Wolves,Fulham,7.0,7.0,3,2,0,0,0.0,1,0
2018_2019,Arsenal,Brighton,3.0,8.0,4,2,1,0,-5.0,2,1
2018_2019,Chelsea,Watford,3.0,8.0,3,2,1,0,-5.0,1,1
2018_2019,Huddersfield,Man United,9.0,7.0,1,3,0,0,2.0,-2,0
2018_2019,Man City,Leicester,8.0,8.0,2,1,0,0,0.0,1,0
2018_2019,Brighton,Man City,7.0,6.0,1,2,0,0,1.0,-1,0
2018_2019,Burnley,Arsenal,9.0,3.0,2,4,0,1,6.0,-2,-1
2018_2019,Crystal Palace,Bournemouth,8.0,8.0,1,1,0,0,0.0,0,0
2018_2019,Fulham,Newcastle,8.0,8.0,1,1,0,0,0.0,0,0
2018_2019,Leicester,Chelsea,6.0,3.0,2,4,0,1,3.0,-2,-1
2018_2019,Liverpool,Wolves,5.0,8.0,3,1,1,0,-3.0,2,1
2018_2019,Man United,Cardiff,7.0,8.0,2,1,0,0,-1.0,1,0
2018_2019,Southampton,Huddersfield,8.0,7.0,1,1,0,0,1.0,0,0
2018_2019,Tottenham,Everton,4.0,9.0,3,1,1,0,-5.0,2,1
2018_2019,Watford,West Ham,7.0,8.0,1,1,0,0,-1.0,0,0
2019_2020,Liverpool,Norwich,60.0,60.0,0,0,0,0,0.0,0,0
2019_2020,West Ham,Man City,60.0,60.0,0,0,0,0,0.0,0,0
2019_2020,Bournemouth,Sheffield United,60.0,60.0,0,0,0,0,0.0,0,0
2019_2020,Burnley,Southampton,60.0,60.0,0,0,0,0,0.0,0,0
2019_2020,Crystal Palace,Everton,60.0,60.0,0,0,0,0,0.0,0,0
2019_2020,Watford,Brighton,60.0,60.0,0,0,0,0,0.0,0,0
2019_2020,Tottenham,Aston Villa,60.0,60.0,0,0,0,0,0.0,0,0
2019_2020,Leicester,Wolves,60.0,60.0,0,0,0,0,0.0,0,0
2019_2020,Newcastle,Arsenal,60.0,60.0,0,0,0,0,0.0,0,0
2019_2020,Man United,Chelsea,60.0,60.0,0,0,0,0,0.0,0,0
2019_2020,Arsenal,Burnley,6.0,7.0,1,1,0,0,-1.0,0,0
2019_2020,Aston Villa,Bournemouth,7.0,7.0,1,1,0,0,0.0,0,0
2019_2020,Brighton,West Ham,7.0,7.0,1,1,0,0,0.0,0,0
2019_2020,Everton,Watford,7.0,7.0,1,1,0,0,0.0,0,0
2019_2020,Norwich,Newcastle,8.0,6.0,1,1,0,0,2.0,0,0
2019_2020,Southampton,Liverpool,7.0,8.0,1,1,0,0,-1.0,0,0
2019_2020,Man City,Tottenham,7.0,7.0,1,1,0,0,0.0,0,0
2019_2020,Sheffield United,Crystal Palace,8.0,8.0,1,1,0,0,0.0,0,0
2019_2020,Chelsea,Leicester,7.0,7.0,1,1,0,0,0.0,0,0
2019_2020,Wolves,Man United,8.0,8.0,1,1,0,0,0.0,0,0
2019_2020,Aston Villa,Everton,6.0,6.0,2,2,0,0,0.0,0,0
2019_2020,Norwich,Chelsea,7.0,6.0,1,2,0,0,1.0,-1,0
2019_2020,Brighton,Southampton,7.0,7.0,2,2,0,0,0.0,0,0
2019_2020,Man United,Crystal Palace,5.0,6.0,2,2,0,0,-1.0,0,0
2019_2020,Sheffield United,Leicester,6.0,6.0,2,2,0,0,0.0,0,0
2019_2020,Watford,West Ham,7.0,7.0,2,2,0,0,0.0,0,0
2019_2020,Liverpool,Arsenal,7.0,7.0,1,2,0,0,0.0,-1,0
2019_2020,Bournemouth,Man City,8.0,8.0,1,1,0,0,0.0,0,0
2019_2020,Tottenham,Newcastle,8.0,8.0,1,2,0,0,0.0,-1,0
2019_2020,Wolves,Burnley,6.0,8.0,2,1,0,0,-2.0,1,0
2019_2020,Southampton,Man United,4.0,7.0,3,2,0,0,-3.0,1,0
2019_2020,Chelsea,Sheffield United,7.0,4.0,2,3,0,0,3.0,-1,0
2019_2020,Crystal Palace,Aston Villa,4.0,4.0,3,3,0,0,0.0,0,0
2019_2020,Leicester,Bournemouth,3.0,3.0,3,3,0,0,0.0,0,0
2019_2020,Man City,Brighton,6.0,4.0,2,3,0,0,2.0,-1,0
2019_2020,Newcastle,Watford,3.0,4.0,3,3,0,0,-1.0,0,0
2019_2020,West Ham,Norwich,4.0,4.0,3,3,0,0,0.0,0,0
2019_2020,Burnley,Liverpool,3.0,7.0,3,2,0,0,-4.0,1,0
2019_2020,Everton,Wolves,4.0,7.0,2,2,0,0,-3.0,0,0
2019_2020,Arsenal,Tottenham,8.0,7.0,1,1,0,0,1.0,0,0
2019_2020,Liverpool,Newcastle,14.0,14.0,1,1,0,0,0.0,0,0
2019_2020,Brighton,Burnley,14.0,14.0,1,1,0,0,0.0,0,0
2019_2020,Man United,Leicester,14.0,14.0,1,1,0,0,0.0,0,0
2019_2020,Sheffield United,Southampton,14.0,14.0,1,1,0,0,0.0,0,0
2019_2020,Tottenham,Crystal Palace,13.0,14.0,1,1,0,0,-1.0,0,0
2019_2020,Wolves,Chelsea,13.0,14.0,1,1,0,0,-1.0,0,0
2019_2020,Norwich,Man City,14.0,14.0,1,1,0,0,0.0,0,0
2019_2020,Bournemouth,Everton,15.0,14.0,0,1,0,0,1.0,-1,0
2019_2020,Watford,Arsenal,15.0,14.0,0,1,0,0,1.0,-1,0
2019_2020,Aston Villa,West Ham,16.0,16.0,0,0,0,0,0.0,0,0
2019_2020,Southampton,Bournemouth,6.0,5.0,1,1,0,0,1.0,0,0
2019_2020,Leicester,Tottenham,7.0,3.0,1,2,0,1,4.0,-1,-1
2019_2020,Burnley,Norwich,7.0,7.0,1,1,0,0,0.0,0,0
2019_2020,Everton,Sheffield United,6.0,7.0,1,1,0,0,-1.0,0,0
2019_2020,Man City,Watford,3.0,6.0,2,1,1,0,-3.0,1,1
2019_2020,Newcastle,Brighton,7.0,7.0,1,1,0,0,0.0,0,0
2019_2020,Crystal Palace,Wolves,8.0,3.0,1,2,0,1,5.0,-1,-1
2019_2020,West Ham,Man United,6.0,3.0,1,2,0,1,3.0,-1,-1
2019_2020,Arsenal,Aston Villa,3.0,6.0,2,1,1,0,-3.0,1,1
2019_2020,Chelsea,Liverpool,5.0,5.0,2,2,1,1,0.0,0,0
2019_2020,Sheffield United,Liverpool,3.0,3.0,3,4,0,0,0.0,-1,0
2019_2020,Aston Villa,Burnley,3.0,7.0,3,2,0,0,-4.0,1,0
2019_2020,Bournemouth,West Ham,3.0,3.0,3,3,0,0,0.0,0,0
2019_2020,Chelsea,Brighton,3.0,3.0,4,3,0,0,0.0,1,0
2019_2020,Crystal Palace,Norwich,6.0,7.0,2,2,0,0,-1.0,0,0
2019_2020,Tottenham,Southampton,4.0,4.0,4,3,0,0,0.0,1,0
2019_2020,Wolves,Watford,3.0,4.0,4,3,0,0,-1.0,1,0
2019_2020,Everton,Man City,4.0,4.0,3,4,0,0,0.0,-1,0
2019_2020,Leicester,Newcastle,5.0,8.0,2,1,0,0,-3.0,1,0
2019_2020,Man United,Arsenal,5.0,6.0,3,3,0,0,-1.0,0,0
2019_2020,Brighton,Tottenham,7.0,4.0,3,4,0,1,3.0,-1,-1
2019_2020,Burnley,Everton,7.0,7.0,2,3,0,0,0.0,-1,0
2019_2020,Liverpool,Leicester,3.0,6.0,4,3,1,0,-3.0,1,1
2019_2020,Norwich,Aston Villa,7.0,7.0,2,3,0,0,0.0,-1,0
2019_2020,Watford,Sheffield United,7.0,7.0,3,3,0,0,0.0,0,0
2019_2020,West Ham,Crystal Palace,7.0,7.0,3,2,0,0,0.0,1,0
2019_2020,Arsenal,Bournemouth,3.0,8.0,4,2,1,0,-5.0,2,1
2019_2020,Man City,Wolves,5.0,3.0,3,4,1,1,2.0,-1,0
2019_2020,Southampton,Chelsea,8.0,4.0,2,4,0,1,4.0,-2,-1
2019_2020,Newcastle,Man United,7.0,3.0,1,4,0,1,4.0,-3,-1
2019_2020,Everton,West Ham,14.0,14.0,1,1,0,0,0.0,0,0
2019_2020,Aston Villa,Brighton,14.0,14.0,1,1,0,0,0.0,0,0
2019_2020,Bournemouth,Norwich,13.0,14.0,1,1,0,0,-1.0,0,0
2019_2020,Chelsea,Newcastle,13.0,13.0,1,1,0,0,0.0,0,0
2019_2020,Leicester,Burnley,14.0,14.0,1,1,0,0,0.0,0,0
2019_2020,Tottenham,Watford,14.0,14.0,1,1,0,0,0.0,0,0
