Season,Date,HomeTeam,AwayTeam,home_xg_xg_for_last_5,home_xg_xg_against_last_5,home_xg_xg_diff_last_5,home_xg_xg_for_last_10,home_xg_xg_against_last_10,home_xg_xg_diff_last_10,home_xg_xg_perf_for_last_10,home_xg_xg_perf_against_last_10,home_xg_season_xg_for_pm,home_xg_season_xg_against_pm,home_xg_season_xg_diff_pm,away_xg_xg_for_last_5,away_xg_xg_against_last_5,away_xg_xg_diff_last_5,away_xg_xg_for_last_10,away_xg_xg_against_last_10,away_xg_xg_diff_last_10,away_xg_xg_perf_for_last_10,away_xg_xg_perf_against_last_10,away_xg_season_xg_for_pm,away_xg_season_xg_against_pm,away_xg_season_xg_diff_pm,diff_xg_xg_for_last_5,diff_xg_xg_against_last_5,diff_xg_xg_diff_last_5,diff_xg_xg_for_last_10,diff_xg_xg_against_last_10,diff_xg_xg_diff_last_10,diff_xg_xg_perf_for_last_10,diff_xg_xg_perf_against_last_10,diff_xg_season_xg_for_pm,diff_xg_season_xg_against_pm,diff_xg_season_xg_diff_pm,understat_home_prob,understat_draw_prob,understat_away_prob,home_elo,away_elo,elo_diff,elo_expected_home,home_squad_value_m,home_value_rank,home_value_share,away_squad_value_m,away_value_rank,away_value_share,value_diff_m,value_rank_diff,value_log_ratio
2022_2023,2022-12-31,Fulham,Southampton,1.8968,1.8695999999999997,0.027200000000000113,1.6576999999999997,2.1210999999999998,-0.46339999999999987,0.1423,-0.42109999999999986,1.5131875000000001,2.0641875,-0.5509999999999999,1.3547999999999998,1.5509999999999997,-0.19619999999999976,1.0816,1.6351,-0.5535,-0.38160000000000005,0.36489999999999967,1.116375,1.5098125,-0.3934375,0.5420000000000003,0.3186,0.22339999999999988,0.5760999999999998,0.48599999999999977,0.09010000000000012,0.5239,-0.7859999999999996,0.39681250000000023,0.5543750000000001,-0.15756249999999994,0.621,0.263,0.116,1698.45214844,1663.60864258,34.84350586000005,0.5499764001412939,295.1,19,0.0261,419.95,13,0.0371,-124.84999999999997,-6,-0.3528213746227423
2022_2023,2022-12-31,Man City,Everton,2.1452,1.1922000000000001,0.9530000000000005,2.0728,1.0364,1.0364,0.3272000000000001,-0.036400000000000064,2.3268666666666666,0.9179333333333334,1.4089333333333334,1.2990000000000002,1.6611999999999998,-0.3622000000000002,0.9880000000000001,1.6375,-0.6495,-0.18800000000000003,-0.3374999999999999,1.090625,1.6624375,-0.5718125000000001,0.8461999999999998,-0.46899999999999964,1.3152000000000008,1.0848,-0.6011,1.6859,0.5152000000000001,0.30109999999999987,1.2362416666666667,-0.7445041666666666,1.9807458333333334,0.932,0.063,0.004,2032.33178711,1687.72192383,344.6098632800001,0.879078628645819,1150.0,1,0.1016,413.15,14,0.0365,736.85,13,1.0237064982101023
2022_2023,2022-12-31,Newcastle,Leeds,1.9724,0.8316000000000001,1.1408000000000005,2.045,0.8431000000000001,1.2019,0.45499999999999996,-0.3430999999999999,1.8869375,1.1101875,0.77675,1.6245999999999998,2.5364,-0.9118,1.4501,2.0454999999999997,-0.5954,0.04989999999999996,0.3544999999999999,1.4528,1.7626,-0.3098,0.3478000000000001,-1.7047999999999999,2.0526000000000004,0.5949,-1.2023999999999995,1.7973,0.4051,-0.6975999999999998,0.43413749999999984,-0.6524124999999998,1.0865500000000001,0.881,0.088,0.031,1854.60571289,1707.56152344,147.04418944999998,0.6998228427294968,541.6,7,0.0478,345.15,17,0.0305,196.45000000000005,10,0.45054861644858074
2022_2023,2022-12-31,Brighton,Arsenal,1.424,1.4184,0.005600000000000094,1.7376999999999998,1.3180999999999998,0.41960000000000014,0.26229999999999987,0.3819,1.7269333333333334,1.1849999999999998,0.5419333333333334,2.2264000000000004,0.5294,1.6970000000000005,2.0,0.9506,1.0493999999999999,0.3,-0.1506,2.0954666666666664,0.8558,1.2396666666666667,-0.8024000000000004,0.8890000000000001,-1.6914000000000005,-0.2623000000000002,0.3674999999999998,-0.6297999999999997,-0.03770000000000012,0.5325,-0.36853333333333294,0.3291999999999998,-0.6977333333333333,0.046,0.105,0.849,1799.30786133,1925.64685059,-126.33898926000006,0.3257950409482525,529.8,8,0.0468,1000.0,2,0.0883,-470.20000000000005,-6,-0.6352557021441678
2022_2023,2023-01-01,Tottenham,Aston Villa,1.8081999999999998,1.4904000000000004,0.31779999999999964,1.6455000000000002,1.47,0.17549999999999996,0.4545,0.32999999999999996,1.6856875,1.269875,0.4158124999999999,1.4304000000000001,2.0092,-0.5788000000000005,1.4205,1.4911999999999999,-0.07069999999999996,-0.2205,0.008800000000000075,1.190375,1.552625,-0.36224999999999996,0.3777999999999997,-0.5187999999999995,0.8966000000000002,0.2250000000000001,-0.021199999999999886,0.24619999999999992,0.675,0.3211999999999999,0.49531250000000004,-0.28274999999999983,0.7780624999999999,0.143,0.292,0.565,1872.77539062,1739.26391602,133.51147460000016,0.6832079746733423,649.1,6,0.0573,509.55,9,0.045,139.55,3,0.2420588047647203
2022_2023,2023-01-01,Nott'm Forest,Chelsea,1.144,1.9415999999999998,-0.7976000000000001,1.0021,1.6291,-0.627,-0.3020999999999999,0.2709,1.0004375,1.8036249999999998,-0.8031875,0.966,1.5586,-0.5926000000000002,1.1016000000000001,1.4567999999999999,-0.35519999999999985,0.19839999999999997,-0.5568,1.2482666666666666,1.4872,-0.23893333333333333,0.17799999999999994,0.3829999999999998,-0.20499999999999985,-0.09950000000000014,0.17230000000000012,-0.27180000000000015,-0.5005,0.8276999999999999,-0.24782916666666654,0.31642499999999973,-0.5642541666666667,0.231,0.292,0.477,1624.77416992,1884.16503906,-259.39086913999995,0.1834458245260694,376.25,15,0.0332,994.95,3,0.0879,-618.7,-12,-0.9724386685765892
2022_2023,2023-01-02,Brentford,Liverpool,1.9139999999999997,1.0968,0.8172,1.6114000000000002,1.4858,0.1256,-0.4114,0.01419999999999999,1.6010000000000002,1.4504117647058823,0.15058823529411763,2.3300000000000005,1.4837999999999998,0.8461999999999998,2.1004,1.8504,0.2500000000000001,-0.3004000000000001,-0.5504,2.1944375000000003,1.60325,0.5911875000000001,-0.4160000000000008,-0.3869999999999998,-0.028999999999999804,-0.4889999999999999,-0.36460000000000004,-0.12440000000000012,-0.11099999999999988,0.5646,-0.5934375000000001,-0.15283823529411777,-0.44059926470588245,0.374,0.273,0.353,1754.91503906,2006.18847656,-251.2734375,0.1905491052105185,371.2,16,0.0328,811.85,5,0.0717,-440.65000000000003,-11,-0.7825745931210779
2022_2023,2023-01-03,Arsenal,Newcastle,2.5548,0.6362,1.9186000000000007,2.1799,0.8634000000000001,1.3165,0.4201,-0.1634,2.1658125000000004,0.874625,1.2911875,2.3042000000000002,0.6220000000000001,1.6822000000000004,2.169,0.7971,1.3719000000000001,0.23100000000000004,-0.3970999999999999,1.9399411764705883,1.075294117647059,0.8646470588235294,0.25059999999999993,0.01419999999999988,0.2364000000000004,0.01089999999999991,0.06630000000000003,-0.055400000000000116,0.18909999999999993,0.2336999999999999,0.22587132352941208,-0.20066911764705897,0.4265404411764705,0.323,0.338,0.339,1933.81469727,1849.7487793,84.06591796999987,0.6186736456835511,1000.0,2,0.0883,541.6,7,0.0478,458.4,5,0.6132275573840718
2022_2023,2023-01-03,Everton,Brighton,0.9274000000000001,2.0143999999999997,-1.0870000000000002,0.9558,1.8082999999999998,-0.8525,-0.15580000000000002,-0.40829999999999994,1.0309411764705882,1.7036470588235293,-0.6727058823529412,1.5496,1.6902000000000001,-0.1405999999999999,1.5802,1.5337,0.04650000000000012,0.11979999999999988,0.3663,1.6913125,1.31225,0.3790625,-0.6222,0.3241999999999996,-0.9464000000000004,-0.6244000000000001,0.27459999999999973,-0.8990000000000001,-0.2755999999999999,-0.7746,-0.6603713235294117,0.3913970588235294,-1.0517683823529411,0.102,0.191,0.707,1695.72351074,1791.14001465,-95.41650391000007,0.3660357522708669,413.15,14,0.0365,529.8,8,0.0468,-116.64999999999998,-6,-0.2486888536907759
2022_2023,2023-01-03,Leicester,Fulham,1.1484,1.3174000000000003,-0.1690000000000003,1.079,1.2118,-0.13279999999999995,0.521,-0.41180000000000005,1.0243529411764707,1.4628823529411765,-0.43852941176470595,1.7004000000000001,1.6165999999999996,0.08380000000000012,1.672,2.0495,-0.3774999999999999,0.028000000000000014,-0.44949999999999984,1.512,1.9838823529411764,-0.47188235294117636,-0.552,-0.29919999999999924,-0.2528000000000004,-0.593,-0.8377000000000001,0.24469999999999995,0.493,0.03769999999999979,-0.4876470588235293,-0.5209999999999999,0.03335294117647042,0.39,0.28,0.33,1769.74438477,1704.48791504,65.25646972999994,0.5928226486041885,490.7,11,0.0433,295.1,19,0.0261,195.59999999999997,8,0.5085186611469639
2022_2023,2023-01-03,Man United,Bournemouth,2.0458,0.8692,1.1766,1.7625,1.0372,0.7253,-0.16249999999999992,0.1628,1.6520625,1.1505,0.5015625,1.2478,1.7711999999999999,-0.5233999999999999,1.1314,1.5916,-0.46020000000000005,0.0686,0.10839999999999997,0.8624705882352941,1.7103529411764704,-0.8478823529411764,0.7979999999999998,-0.9019999999999999,1.7,0.6311,-0.5544,1.1855,-0.23109999999999992,0.05440000000000003,0.7895919117647059,-0.5598529411764703,1.3494448529411764,0.888,0.083,0.029,1858.39404297,1646.6842041,211.7098388700001,0.771834657012103,847.75,4,0.0749,287.2,20,0.0254,560.55,16,1.082406943831679
2022_2023,2023-01-04,Southampton,Nott'm Forest,1.3699999999999997,1.5337999999999998,-0.16379999999999978,1.1297,1.65,-0.5203,-0.3297000000000001,0.4499999999999996,1.0918235294117646,1.508823529411765,-0.41700000000000004,0.8405999999999999,1.7765999999999997,-0.9359999999999999,0.9591,1.6314,-0.6723000000000001,-0.35910000000000003,0.06859999999999995,0.9995294117647059,1.7782941176470588,-0.7787647058823529,0.5293999999999998,-0.2427999999999999,0.7722000000000002,0.17059999999999997,0.01859999999999995,0.15200000000000014,0.029399999999999926,0.3813999999999997,0.09229411764705875,-0.2694705882352939,0.3617647058823529,0.153,0.3,0.547,1657.57287598,1630.46240234,27.11047364000001,0.5389361162180337,419.95,13,0.0371,376.25,15,0.0332,43.69999999999999,2,0.10988184050855063
2022_2023,2023-01-04,Leeds,West Ham,1.3352,2.599,-1.2638,1.3222,2.0494999999999997,-0.7273000000000002,-0.022200000000000043,-0.14950000000000002,1.3943125,1.8266874999999998,-0.432375,0.8161999999999999,1.5584,-0.7421999999999997,1.4727000000000001,1.2413,0.2314000000000001,-0.4727,0.058700000000000106,1.2800588235294117,1.2312352941176472,0.048823529411764675,0.519,1.0406000000000002,-0.5216000000000003,-0.15050000000000008,0.8081999999999996,-0.9587000000000003,0.45049999999999996,-0.20820000000000013,0.11425367647058837,0.5954522058823526,-0.48119852941176466,0.324,0.311,0.365,1712.41845703,1748.66674805,-36.24829102000013,0.4480229683424824,345.15,17,0.0305,465.6,12,0.0411,-120.45000000000005,-5,-0.2993477912677436
2022_2023,2023-01-04,Aston Villa,Wolves,0.9826000000000003,1.9220000000000002,-0.9394000000000006,1.4078,1.5263,-0.11849999999999997,-0.1078,-0.026299999999999924,1.191941176470588,1.494764705882353,-0.3028235294117647,0.8344000000000001,1.8241999999999998,-0.9897999999999998,0.9196,1.6084,-0.6888000000000001,-0.21960000000000007,0.29159999999999997,0.9431176470588236,1.438529411764706,-0.4954117647058824,0.1482000000000001,0.09780000000000033,0.05039999999999922,0.48819999999999997,-0.08210000000000006,0.5703000000000001,0.11180000000000007,-0.3178999999999999,0.24882352941176444,0.05623529411764694,0.19258823529411767,0.397,0.327,0.276,1756.51733398,1685.8371582,70.68017578000013,0.6003365982572969,509.55,9,0.045,497.65,10,0.044,11.900000000000034,1,0.023630964582630087
2022_2023,2023-01-04,Crystal Palace,Tottenham,1.0715999999999999,1.2768,-0.2052000000000004,0.992,1.247,-0.255,0.008000000000000012,-0.047000000000000076,1.0919999999999999,1.491,-0.399,1.609,1.5080000000000002,0.10099999999999958,1.5038,1.4323000000000001,0.07149999999999997,-0.00380000000000007,0.3677,1.6199999999999999,1.266764705882353,0.35323529411764704,-0.5374000000000001,-0.2312000000000003,-0.30619999999999997,-0.5118,-0.18530000000000002,-0.32649999999999996,0.011800000000000081,-0.4147000000000001,-0.528,0.2242352941176471,-0.7522352941176471,0.141,0.237,0.622,1753.37695312,1855.52209473,-102.14514160999988,0.3570950951767144,323.05,18,0.0285,649.1,6,0.0573,-326.05,-12,-0.6977796780352484
2022_2023,2023-01-05,Chelsea,Man City,1.0002,1.6094000000000002,-0.6092000000000002,1.1682000000000001,1.4133,-0.24509999999999987,0.03179999999999996,-0.5132999999999999,1.2560625,1.4558125,-0.19975000000000004,2.2454,1.1016,1.1438000000000004,2.117,1.0161,1.1009000000000002,0.2830000000000001,-0.01610000000000006,2.329125,0.8653125,1.4638125,-1.2452,0.5078000000000003,-1.7530000000000006,-0.9487999999999999,0.3972,-1.346,-0.25120000000000015,-0.4971999999999998,-1.0730624999999998,0.5904999999999999,-1.6635625,0.065,0.193,0.743,1878.47680664,2024.3302002,-145.8533935600001,0.3016191144189061,994.95,3,0.0879,1150.0,1,0.1016,-155.04999999999995,-2,-0.14482473671762097
2022_2023,2023-01-12,Fulham,Chelsea,1.6146,1.6686,-0.053999999999999895,1.7370999999999999,1.7274999999999998,0.009600000000000108,-0.03709999999999998,-0.5274999999999999,1.5021666666666667,1.9543333333333333,-0.45216666666666655,0.8838000000000001,1.3772000000000002,-0.49340000000000017,1.0920999999999998,1.5143,-0.42219999999999985,-0.09210000000000004,-0.6142999999999998,1.2112352941176472,1.4713529411764708,-0.26011764705882356,0.7307999999999999,0.2913999999999999,0.4394000000000003,0.645,0.21319999999999983,0.43179999999999996,0.05500000000000006,0.08679999999999999,0.29093137254901946,0.4829803921568625,-0.19204901960784299,0.052,0.144,0.804,1714.91918945,1873.39746094,-158.47827149,0.2865346780740715,295.1,19,0.0261,994.95,3,0.0879,-699.85,-16,-1.2153782026907811
2022_2023,2023-01-13,Aston Villa,Leeds,1.1348000000000003,1.251,-0.11620000000000057,1.3214000000000001,1.5797,-0.2582999999999999,0.07859999999999998,0.020300000000000085,1.1830555555555555,1.458,-0.27494444444444444,1.2642,2.4756,-1.2113999999999998,1.4181,1.9890999999999999,-0.5710000000000001,0.08189999999999995,0.11089999999999997,1.386294117647059,1.795235294117647,-0.40894117647058825,-0.12939999999999974,-1.2246000000000001,1.0951999999999993,-0.09669999999999979,-0.40939999999999976,0.31270000000000014,-0.0032999999999999696,-0.09059999999999989,-0.20323856209150337,-0.3372352941176471,0.13399673202614382,0.193,0.224,0.583,1753.65686035,1712.55371094,41.103149410000015,0.5588777599945476,509.55,9,0.045,345.15,17,0.0305,164.40000000000003,8,0.3895488781252181
2022_2023,2023-01-14,Man United,Man City,2.2904,0.805,1.4854,1.8885999999999998,0.8039999999999999,1.0845999999999998,-0.2885999999999999,-0.20400000000000001,1.7298235294117648,1.1227647058823529,0.6070588235294118,2.4486,1.0616,1.3870000000000005,2.1466000000000003,1.0344,1.1122,0.05340000000000009,-0.034400000000000056,2.2932941176470587,0.8434705882352942,1.4498235294117647,-0.1581999999999999,-0.25660000000000005,0.0983999999999996,-0.25800000000000045,-0.23040000000000005,-0.02760000000000029,-0.342,-0.16959999999999997,-0.563470588235294,0.2792941176470587,-0.842764705882353,0.731,0.203,0.065,1863.21459961,2029.40942383,-166.19482421999987,0.2775405366163381,847.75,4,0.0749,1150.0,1,0.1016,-302.25,-3,-0.3049314403515478
2022_2023,2023-01-14,Brighton,Liverpool,1.4748,1.7088,-0.23399999999999982,1.5943,1.4355,0.1588000000000001,0.20569999999999986,0.2645,1.7392941176470589,1.3038235294117646,0.43547058823529416,2.3692000000000006,1.581,0.7881999999999997,2.0958,1.8236999999999999,0.2721000000000001,-0.49580000000000013,-0.5236999999999999,2.1891764705882353,1.6324117647058825,0.556764705882353,-0.8944000000000005,0.12780000000000014,-1.0221999999999996,-0.5015000000000001,-0.3881999999999999,-0.11330000000000001,0.7015,0.7882,-0.4498823529411764,-0.32858823529411785,-0.12129411764705889,0.656,0.21,0.133,1802.40270996,1987.2824707,-184.8797607399999,0.2564974537925979,529.8,8,0.0468,811.85,5,0.0717,-282.05000000000007,-3,-0.42681601719515416
2022_2023,2023-01-14,Everton,Southampton,0.9228000000000002,2.1630000000000003,-1.2402000000000002,0.8727,1.863,-0.9902999999999998,-0.17270000000000002,-0.16299999999999992,1.0386111111111112,1.7482777777777776,-0.7096666666666667,1.2242,1.5776,-0.3533999999999998,0.9966000000000002,1.5723,-0.5757000000000001,-0.2966000000000001,0.42769999999999964,1.0661111111111112,1.4929444444444444,-0.4268333333333334,-0.3013999999999998,0.5854000000000004,-0.8868000000000004,-0.12390000000000012,0.29069999999999996,-0.41459999999999975,0.12390000000000007,-0.5906999999999996,-0.02750000000000008,0.2553333333333332,-0.28283333333333327,0.381,0.302,0.317,1684.4609375,1648.04064941,36.420288089999985,0.5522218678669902,413.15,14,0.0365,419.95,13,0.0371,-6.800000000000011,-1,-0.016324933424442786
2022_2023,2023-01-14,Nott'm Forest,Leicester,1.044,1.301,-0.257,0.9592,1.5693,-0.6101,-0.2592,-0.26930000000000004,1.0119444444444445,1.7144444444444444,-0.7025,1.3,1.4436000000000004,-0.14360000000000028,1.0992,1.2231,-0.12389999999999994,0.10080000000000003,-0.3231,1.048111111111111,1.4557777777777778,-0.4076666666666667,-0.256,-0.1426000000000005,-0.11339999999999972,-0.1399999999999999,0.34619999999999984,-0.4862,-0.36,0.05379999999999996,-0.03616666666666646,0.2586666666666666,-0.29483333333333334,0.621,0.239,0.14,1639.99462891,1759.31298828,-119.31835936999984,0.3347337962628602,376.25,15,0.0332,490.7,11,0.0433,-114.44999999999999,-4,-0.2655791270327722
2022_2023,2023-01-14,Wolves,West Ham,0.8894000000000002,1.7719999999999998,-0.8825999999999997,0.9452999999999999,1.6077000000000001,-0.6624000000000001,-0.14530000000000004,0.19229999999999994,0.9369999999999999,1.4159444444444444,-0.47894444444444445,0.8745999999999998,1.4598,-0.5851999999999997,1.498,1.3094999999999999,0.18850000000000006,-0.49800000000000005,0.1905000000000001,1.2807222222222223,1.2327222222222223,0.04799999999999997,0.014800000000000368,0.3121999999999998,-0.2974,-0.5527000000000001,0.29820000000000024,-0.8509000000000002,0.3527,0.0017999999999998295,-0.3437222222222224,0.18322222222222218,-0.5269444444444444,0.346,0.365,0.289,1688.69750977,1748.53149414,-59.83398437000005,0.4147332700413954,497.65,10,0.044,465.6,12,0.0411,32.049999999999955,2,0.06657012227484436
2022_2023,2023-01-14,Brentford,Bournemouth,2.0752,1.4062000000000001,0.6690000000000002,1.7167000000000001,1.6205000000000003,0.09620000000000001,-0.21670000000000006,-0.020500000000000008,1.6286666666666667,1.486777777777778,0.14188888888888887,1.206,1.927,-0.7209999999999999,1.1235000000000002,1.7844000000000002,-0.6609,0.07649999999999998,0.21559999999999996,0.8522777777777777,1.7805555555555554,-0.9282777777777778,0.8692000000000002,-0.5207999999999999,1.3900000000000001,0.5932,-0.16389999999999993,0.7571000000000001,-0.2932,-0.23609999999999998,0.776388888888889,-0.29377777777777747,1.0701666666666667,0.73,0.225,0.044,1773.82104492,1641.86364746,131.95739746000004,0.6812685857177312,371.2,16,0.0328,287.2,20,0.0254,84.0,4,0.2565621637379764
2022_2023,2023-01-15,Chelsea,Crystal Palace,1.3077999999999999,1.0438000000000003,0.2639999999999999,1.0889,1.5105999999999997,-0.42169999999999985,-0.28890000000000005,-0.4105999999999999,1.2772222222222223,1.4291111111111112,-0.15188888888888888,1.0284,1.3382,-0.3098000000000004,0.9997999999999999,1.2879999999999998,-0.2882,-0.0998,0.11199999999999992,1.0741176470588236,1.501235294117647,-0.42711764705882355,0.27939999999999987,-0.2943999999999998,0.5738000000000003,0.08910000000000007,0.2225999999999999,-0.13349999999999984,-0.18910000000000005,-0.5225999999999998,0.20310457516339864,-0.07212418300653578,0.27522875816993464,0.715,0.194,0.091,1862.16723633,1741.02978516,121.13745116999984,0.6675940293364798,994.95,3,0.0879,323.05,18,0.0285,671.9000000000001,15,1.1248853746355003
2022_2023,2023-01-15,Newcastle,Fulham,1.6586000000000003,0.762,0.8966000000000005,1.7978,0.8258000000000001,0.9720000000000001,0.20220000000000002,-0.5257999999999999,1.8855,1.0695000000000001,0.816,1.588,1.6698,-0.08179999999999996,1.7531999999999996,1.6237,0.12950000000000003,0.04680000000000004,-0.6237,1.4605263157894737,1.977736842105263,-0.5172105263157893,0.07060000000000022,-0.9077999999999999,0.9784000000000005,0.04460000000000042,-0.7978999999999998,0.8425,0.15539999999999998,0.0979000000000001,0.4249736842105263,-0.9082368421052629,1.3332105263157894,0.621,0.255,0.124,1852.99780273,1726.14953613,126.84826660000022,0.6748485714647375,541.6,7,0.0478,295.1,19,0.0261,246.5,12,0.6072134396491715
2022_2023,2023-01-15,Tottenham,Arsenal,1.5030000000000001,1.4880000000000002,0.014999999999999592,1.52,1.2627000000000002,0.2573,0.2799999999999999,0.2373,1.6224999999999998,1.2401666666666666,0.38233333333333325,2.1476,0.7869999999999999,1.3606000000000005,2.145,0.9054,1.2395999999999998,0.15499999999999997,-0.20539999999999997,2.0955294117647054,0.8796470588235292,1.2158823529411764,-0.6446000000000001,0.7010000000000003,-1.3456000000000008,-0.625,0.3573000000000002,-0.9822999999999998,0.12499999999999994,0.4427,-0.4730294117647056,0.3605196078431374,-0.8335490196078432,0.293,0.249,0.458,1867.8692627,1930.56567383,-62.69641112999989,0.4107394063800475,649.1,6,0.0573,1000.0,2,0.0883,-350.9,-4,-0.43216849094271415
2022_2023,2023-01-18,Crystal Palace,Man United,0.9892,1.7256,-0.7364000000000004,0.9183,1.3943999999999999,-0.4761,-0.2183,0.005599999999999916,1.0609444444444442,1.5361666666666667,-0.4752222222222222,2.5834,0.8366,1.7468000000000004,1.9042,0.8411,1.0631,-0.3041999999999999,-0.24109999999999995,1.7438333333333336,1.1013333333333333,0.6425,-1.5942000000000003,0.889,-2.483200000000001,-0.9858999999999999,0.5532999999999999,-1.5392,0.08589999999999992,0.24669999999999986,-0.6828888888888893,0.4348333333333334,-1.117722222222222,0.095,0.251,0.654,1736.68188477,1874.46447754,-137.78259277000006,0.3114947711878021,323.05,18,0.0285,847.75,4,0.0749,-524.7,-14,-0.9647786710015734
2022_2023,2023-01-19,Man City,Tottenham,2.1174,1.2892000000000001,0.8282000000000004,1.9191999999999996,1.0613000000000001,0.8579000000000001,-0.21919999999999992,-0.16130000000000005,2.2068333333333334,0.9067222222222223,1.3001111111111112,1.4815999999999998,1.6034000000000002,-0.12180000000000035,1.6138000000000001,1.3769,0.23689999999999997,0.08619999999999992,0.32310000000000005,1.6271052631578946,1.2823684210526316,0.3447368421052631,0.6358000000000001,-0.31420000000000003,0.9500000000000007,0.30539999999999945,-0.3155999999999999,0.6210000000000001,-0.30539999999999984,-0.4844000000000001,0.5797280701754388,-0.3756461988304093,0.9553742690058481,0.672,0.203,0.125,2018.15966797,1857.59106445,160.56860352000012,0.7159189102822713,1150.0,1,0.1016,649.1,6,0.0573,500.9,5,0.5719304333178727
2022_2023,2023-01-21,Liverpool,Chelsea,2.3340000000000005,1.6977999999999998,0.6361999999999997,2.1482,1.7817999999999998,0.36640000000000006,-0.7482000000000001,-0.48179999999999995,2.139166666666666,1.6751111111111112,0.46405555555555567,1.6620000000000001,0.9392000000000001,0.7228,1.1783,1.3497999999999999,-0.17149999999999987,-0.47830000000000006,-0.24979999999999994,1.322105263157895,1.3979473684210526,-0.07584210526315789,0.6720000000000004,0.7585999999999996,-0.08660000000000034,0.9699000000000002,0.43199999999999994,0.5378999999999999,-0.26990000000000003,-0.232,0.8170614035087713,0.2771637426900586,0.5398976608187136,0.237,0.258,0.504,1966.57336426,1866.51513672,100.05822753999996,0.640142216621845,811.85,5,0.0717,994.95,3,0.0879,-183.10000000000002,-2,-0.20337689060655134
2022_2023,2023-01-21,Bournemouth,Nott'm Forest,0.9486000000000001,1.7416,-0.7929999999999998,1.0355,1.7960999999999998,-0.7605999999999999,-0.0355,0.30389999999999995,0.8215789473684211,1.755157894736842,-0.9335789473684211,1.1352,1.2175999999999998,-0.08240000000000003,1.1124,1.5839,-0.4715000000000001,-0.31239999999999996,-0.3839,1.0509473684210526,1.666473684210526,-0.6155263157894737,-0.18659999999999988,0.5240000000000002,-0.7105999999999998,-0.07689999999999997,0.21219999999999972,-0.28909999999999986,0.2769,0.6878,-0.22936842105263155,0.08868421052631592,-0.31805263157894736,0.424,0.269,0.307,1636.03796387,1654.58740234,-18.549438469999817,0.4733305473225809,287.2,20,0.0254,376.25,15,0.0332,-89.05000000000001,-5,-0.2700749788890165
2022_2023,2023-01-21,Leicester,Brighton,1.0070000000000001,1.5196000000000003,-0.5126000000000002,1.0614,1.2834999999999999,-0.2220999999999999,0.03860000000000002,-0.3835,1.0352105263157894,1.471421052631579,-0.4362105263157895,1.5802,1.7080000000000002,-0.12779999999999986,1.7444,1.4872,0.2572000000000001,0.3555999999999999,0.11280000000000004,1.7760555555555557,1.303,0.47305555555555556,-0.5731999999999999,-0.1883999999999999,-0.3848000000000003,-0.683,-0.20370000000000021,-0.4793,-0.3169999999999999,-0.4963000000000001,-0.7408450292397664,0.16842105263157903,-0.909266081871345,0.217,0.26,0.523,1744.72021484,1823.11181641,-78.39160157000015,0.3890616277966164,490.7,11,0.0433,529.8,8,0.0468,-39.099999999999966,-3,-0.07666663374211158
2022_2023,2023-01-21,Southampton,Aston Villa,1.1105999999999998,1.5298,-0.41919999999999974,1.0949,1.417,-0.3221,-0.19490000000000013,0.28299999999999964,1.0670526315789475,1.476578947368421,-0.4095263157894737,1.3482000000000003,1.6402,-0.2920000000000006,1.4203000000000001,1.8039,-0.38359999999999994,0.0797,-0.20389999999999991,1.207421052631579,1.510894736842105,-0.30347368421052634,-0.23760000000000048,-0.11040000000000005,-0.12719999999999915,-0.32540000000000013,-0.3869,0.061499999999999944,-0.2746000000000001,0.48689999999999956,-0.14036842105263148,-0.03431578947368408,-0.10605263157894734,0.201,0.331,0.468,1657.71655273,1759.75231934,-102.03576660999988,0.3572396536159159,419.95,13,0.0371,509.55,9,0.045,-89.60000000000002,-4,-0.19339232670306658
2022_2023,2023-01-21,West Ham,Everton,0.983,1.4144,-0.43139999999999984,1.2277999999999998,1.3351,-0.10729999999999988,-0.5277999999999999,0.1649000000000001,1.252,1.210263157894737,0.04173684210526314,0.8846,1.9262000000000001,-1.0416000000000003,0.9543000000000001,1.7887999999999997,-0.8345,-0.2543000000000001,-0.08879999999999995,1.0461578947368422,1.7133157894736841,-0.6671578947368421,0.09839999999999993,-0.5118,0.6102000000000005,0.27349999999999963,-0.45369999999999977,0.7272000000000002,-0.27349999999999985,0.25370000000000004,0.20584210526315783,-0.5030526315789472,0.7088947368421052,0.934,0.057,0.009,1739.55041504,1674.78503418,64.76538086000005,0.5921400932538612,465.6,12,0.0411,413.15,14,0.0365,52.450000000000045,2,0.11951617327003485
2022_2023,2023-01-21,Crystal Palace,Newcastle,0.8426,1.7567999999999997,-0.9142000000000003,0.9249,1.4365,-0.5115999999999999,-0.12490000000000001,0.06349999999999993,1.026842105263158,1.5286842105263159,-0.5018421052631578,1.7670000000000001,0.6296,1.1374000000000004,1.7495,0.8112999999999999,0.9382000000000001,-0.14949999999999997,-0.6113,1.889578947368421,1.0653157894736844,0.8242631578947367,-0.9244000000000001,1.1271999999999998,-2.0516000000000005,-0.8246,0.6252000000000002,-1.4498000000000002,0.024599999999999955,0.6747999999999998,-0.862736842105263,0.46336842105263143,-1.3261052631578945,0.072,0.233,0.695,1739.55004883,1857.1541748,-117.60412597000004,0.3369348263776644,323.05,18,0.0285,541.6,7,0.0478,-218.55,-11,-0.5167206115938907
