Season,Date,HomeTeam,AwayTeam,home_xg_xg_for_last_5,home_xg_xg_against_last_5,home_xg_xg_diff_last_5,home_xg_xg_for_last_10,home_xg_xg_against_last_10,home_xg_xg_diff_last_10,home_xg_xg_perf_for_last_10,home_xg_xg_perf_against_last_10,home_xg_season_xg_for_pm,home_xg_season_xg_against_pm,home_xg_season_xg_diff_pm,away_xg_xg_for_last_5,away_xg_xg_against_last_5,away_xg_xg_diff_last_5,away_xg_xg_for_last_10,away_xg_xg_against_last_10,away_xg_xg_diff_last_10,away_xg_xg_perf_for_last_10,away_xg_xg_perf_against_last_10,away_xg_season_xg_for_pm,away_xg_season_xg_against_pm,away_xg_season_xg_diff_pm,diff_xg_xg_for_last_5,diff_xg_xg_against_last_5,diff_xg_xg_diff_last_5,diff_xg_xg_for_last_10,diff_xg_xg_against_last_10,diff_xg_xg_diff_last_10,diff_xg_xg_perf_for_last_10,diff_xg_xg_perf_against_last_10,diff_xg_season_xg_for_pm,diff_xg_season_xg_against_pm,diff_xg_season_xg_diff_pm,understat_home_prob,understat_draw_prob,understat_away_prob,home_elo,away_elo,elo_diff,elo_expected_home,home_squad_value_m,home_value_rank,home_value_share,away_squad_value_m,away_value_rank,away_value_share,value_diff_m,value_rank_diff,value_log_ratio
2017_2018,2018-03-04,Man City,Chelsea,2.4012000000000002,0.6635999999999999,1.7376000000000005,2.0088,0.7531000000000001,1.2557000000000003,0.5912000000000001,0.04689999999999998,2.5344642857142854,0.6831428571428572,1.8513214285714283,1.4624,1.2722000000000002,0.19019999999999998,1.8126000000000002,1.0032999999999999,0.8093,-0.012600000000000045,0.09670000000000004,1.573,0.8905000000000001,0.6825,0.9388000000000003,-0.6086000000000004,1.5474000000000006,0.1961999999999997,-0.25019999999999976,0.44640000000000024,0.6038000000000001,-0.04980000000000005,0.9614642857142854,-0.2073571428571429,1.1688214285714285,0.602,0.355,0.043,1995.53637695,1872.44299316,123.09338378999996,0.6700878632882155,1010.0,1,0.1248,884.25,2,0.1093,125.75,1,0.13296578174971513
2017_2018,2018-03-05,Crystal Palace,Man United,1.3005999999999998,1.7928000000000002,-0.49220000000000014,1.3778000000000001,1.3800999999999999,-0.0023000000000001465,-0.3777999999999999,0.11989999999999992,1.4256071428571429,1.4400357142857145,-0.014428571428571457,1.2666,1.0154,0.2512000000000001,1.5375999999999999,1.0994,0.43820000000000003,-0.1376,-0.29939999999999994,1.7168214285714287,1.194107142857143,0.5227142857142858,0.03399999999999981,0.7774000000000001,-0.7434000000000003,-0.15979999999999972,0.28069999999999995,-0.44050000000000017,-0.2401999999999999,0.4192999999999999,-0.29121428571428587,0.2459285714285715,-0.5371428571428573,0.2,0.293,0.508,1655.5847168,1905.14318848,-249.5584716799999,0.1920764385236733,220.73,11,0.0273,849.5,4,0.105,-628.77,-7,-1.3477077059588665
2017_2018,2018-03-10,Chelsea,Crystal Palace,1.182,1.2866,-0.10460000000000003,1.6393999999999997,1.0643999999999998,0.575,0.1606,0.13560000000000003,1.5228275862068965,0.8926551724137931,0.6301724137931034,1.3485999999999998,1.3306,0.01799999999999986,1.3264,1.4508,-0.12440000000000014,-0.22639999999999993,0.24919999999999992,1.4019999999999997,1.4336206896551724,-0.03162068965517244,-0.16659999999999986,-0.04400000000000004,-0.12259999999999989,0.3129999999999997,-0.3864000000000003,0.6994000000000001,0.3869999999999999,-0.1135999999999999,0.12082758620689682,-0.5409655172413793,0.6617931034482758,0.897,0.069,0.034,1866.34973145,1649.48815918,216.86157227000012,0.7770150707437606,884.25,2,0.1093,220.73,11,0.0273,663.52,9,1.3877995929324698
2017_2018,2018-03-10,Everton,Brighton,1.395,2.089,-0.6940000000000002,1.0434999999999999,1.9853,-0.9418000000000001,-0.14350000000000002,-0.08530000000000004,1.0983793103448276,1.633,-0.5346206896551725,1.6789999999999998,0.8716000000000002,0.8074,1.3263000000000003,1.1218,0.20450000000000007,-0.026300000000000046,0.37820000000000004,0.9955172413793104,1.290344827586207,-0.2948275862068966,-0.2839999999999998,1.2173999999999998,-1.5014000000000003,-0.2828000000000004,0.8635000000000002,-1.1463,-0.11719999999999997,-0.4635000000000001,0.1028620689655172,0.34265517241379295,-0.23979310344827592,0.796,0.168,0.036,1686.11303711,1645.02880859,41.08422852000013,0.5588509080448713,381.25,7,0.0471,148.2,18,0.0183,233.05,11,0.9448926150596348
2017_2018,2018-03-10,Huddersfield,Swansea,0.8608,1.4518,-0.591,0.7375,1.3094,-0.5719000000000001,0.06249999999999998,0.5906,0.8540000000000001,1.371758620689655,-0.5177586206896552,1.3086,1.372,-0.06340000000000004,0.9923,1.6743999999999999,-0.6820999999999999,0.4077,-0.07440000000000001,0.821,1.573793103448276,-0.752793103448276,-0.4478,0.07979999999999987,-0.5276,-0.2547999999999999,-0.365,0.11019999999999985,-0.3452,0.665,0.03300000000000014,-0.2020344827586209,0.23503448275862082,0.767,0.233,0.0,1568.34741211,1661.79626465,-93.44885253999996,0.3686681224412666,106.05,20,0.0131,165.49,17,0.0205,-59.44000000000001,-3,-0.4450000890201606
2017_2018,2018-03-10,Man United,Liverpool,1.3452,1.05,0.2952000000000001,1.4477,1.017,0.4307,0.05229999999999999,-0.21699999999999994,1.7008620689655174,1.1784827586206896,0.5223793103448277,2.2374,0.8552000000000002,1.3822000000000003,2.1654999999999998,0.7460000000000001,1.4194999999999998,0.43450000000000005,0.15400000000000008,2.134344827586207,0.9777241379310344,1.1566206896551723,-0.8922000000000001,0.19479999999999986,-1.0870000000000002,-0.7177999999999998,0.2709999999999998,-0.9887999999999997,-0.38220000000000004,-0.371,-0.43348275862068975,0.20075862068965522,-0.6342413793103446,0.347,0.37,0.283,1906.53991699,1916.75183105,-10.211914060000026,0.4853081048757294,849.5,4,0.105,857.5,3,0.106,-8.0,-1,-0.009373237928108315
2017_2018,2018-03-10,Newcastle,Southampton,1.767,1.7449999999999999,0.02200000000000024,1.4353,1.6233,-0.18799999999999994,-0.6353,-0.5233,1.1657586206896553,1.4841724137931034,-0.3184137931034482,0.9534,1.1958,-0.24239999999999987,0.8663000000000001,1.5259,-0.6596,0.23370000000000002,0.07409999999999997,1.1195862068965519,1.3236551724137933,-0.20406896551724138,0.8135999999999999,0.5491999999999999,0.2644000000000001,0.569,0.09739999999999993,0.4716,-0.869,-0.5973999999999999,0.04617241379310344,0.16051724137931012,-0.11434482758620682,0.643,0.271,0.087,1641.57653809,1667.58947754,-26.012939449999976,0.4626341654135704,208.28,12,0.0257,297.0,9,0.0367,-88.72,-3,-0.35484881050800127
2017_2018,2018-03-10,West Brom,Leicester,0.8433999999999999,1.6966,-0.8532000000000002,1.0163,1.2321,-0.21580000000000005,-0.2163,0.3679,0.9343793103448275,1.2818965517241379,-0.3475172413793104,1.6695999999999998,1.2522,0.41740000000000005,1.5019000000000002,1.1847999999999999,0.31710000000000005,-0.3019,0.2152,1.3362413793103447,1.303551724137931,0.032689655172413824,-0.8261999999999998,0.44440000000000013,-1.2706000000000002,-0.48560000000000025,0.04730000000000012,-0.5329000000000002,0.08560000000000001,0.1527,-0.40186206896551724,-0.021655172413793222,-0.38020689655172424,0.049,0.158,0.793,1606.5480957,1724.99475098,-118.44665527999996,0.335852150019214,165.95,16,0.0205,304.25,8,0.0376,-138.3,-8,-0.606163193701653
2017_2018,2018-03-10,West Ham,Burnley,0.8452,1.9657999999999998,-1.1206,0.9741,1.6145,-0.6404,0.7259,0.28550000000000003,1.0091379310344828,1.584103448275862,-0.5749655172413793,1.2144,1.6148,-0.4004000000000002,1.0443000000000002,1.4227,-0.37840000000000007,-0.24429999999999996,-0.3227,0.783896551724138,1.4087586206896554,-0.6248620689655172,-0.3692,0.35099999999999976,-0.7201999999999998,-0.07020000000000026,0.19179999999999997,-0.2619999999999999,0.9702,0.6082000000000001,0.22524137931034482,0.17534482758620662,0.04989655172413787,0.141,0.284,0.575,1655.46911621,1687.54101562,-32.071899410000015,0.453975480415335,268.1,10,0.0331,169.3,15,0.0209,98.80000000000001,5,0.459687756102824
2017_2018,2018-03-11,Arsenal,Watford,1.3886,1.9834000000000003,-0.5947999999999997,1.5509,1.6856000000000002,-0.13470000000000007,0.24910000000000002,0.11439999999999995,1.8548275862068966,1.3070689655172414,0.5477586206896552,1.1019999999999999,0.9772000000000001,0.12480000000000006,1.1498,1.29,-0.14020000000000002,0.05020000000000002,0.009999999999999943,1.2440689655172414,1.4598965517241378,-0.21582758620689657,0.2866000000000002,1.0062000000000002,-0.7195999999999997,0.4011,0.3956000000000002,0.005499999999999949,0.1989,0.1044,0.6107586206896551,-0.1528275862068964,0.7635862068965518,0.593,0.233,0.174,1820.23156738,1653.8392334,166.39233397999988,0.7226873791079018,694.0,6,0.0858,196.0,13,0.0242,498.0,7,1.2643573012762872
2017_2018,2018-03-11,Bournemouth,Tottenham,1.2755999999999998,2.33,-1.0543999999999998,1.3233,1.8489,-0.5256000000000001,0.5767,-0.24890000000000004,0.969,1.7445172413793104,-0.7755172413793104,2.0962000000000005,0.5836,1.5125999999999997,2.2353,0.5962,1.6391000000000002,-0.13530000000000003,0.0038000000000000004,1.9303103448275865,0.7854137931034483,1.1448965517241378,-0.8206000000000007,1.7464,-2.5669999999999993,-0.9120000000000001,1.2527,-2.1647000000000003,0.712,-0.25270000000000004,-0.9613103448275865,0.9591034482758621,-1.9204137931034482,0.076,0.182,0.742,1679.64379883,1926.31481934,-246.6710205100001,0.1946690244396337,144.5,19,0.0179,829.6,5,0.1025,-685.1,-14,-1.7476641493628307
2017_2018,2018-03-12,Stoke,Man City,0.6777999999999997,1.1316000000000002,-0.45380000000000004,0.8835,1.4834999999999998,-0.5999999999999999,-0.2835,-0.08350000000000006,0.9967931034482759,1.6547931034482757,-0.6579999999999999,2.0818,0.4887999999999998,1.5930000000000004,1.9484,0.7314,1.217,0.3516,0.06859999999999998,2.4799310344827585,0.663655172413793,1.8162758620689656,-1.4040000000000001,0.6428000000000004,-2.0468000000000006,-1.0649,0.7520999999999998,-1.817,-0.6351,-0.15210000000000004,-1.4831379310344825,0.9911379310344827,-2.4742758620689655,0.025,0.185,0.79,1637.16821289,1995.77563477,-358.60742187999995,0.1126143758299264,192.45,14,0.0238,1010.0,1,0.1248,-817.55,-13,-1.6578692301055502
2017_2018,2018-03-17,Bournemouth,West Brom,1.2256,2.6066000000000003,-1.3809999999999998,1.1558,1.9143999999999999,-0.7586000000000002,0.5442,-0.21440000000000006,0.9758333333333334,1.7707333333333335,-0.7949,0.8920000000000001,1.5315999999999999,-0.6396000000000001,0.9341999999999999,1.378,-0.4438000000000001,-0.03419999999999999,0.622,0.9152666666666666,1.3013333333333332,-0.38606666666666667,0.3335999999999999,1.0750000000000004,-0.7413999999999997,0.22160000000000002,0.5364,-0.3148000000000001,0.5784,-0.8364,0.06056666666666688,0.46940000000000026,-0.4088333333333334,0.1,0.214,0.686,1666.79968262,1588.60107422,78.19860840000001,0.6106742731014071,144.5,19,0.0179,165.95,16,0.0205,-21.44999999999999,-3,-0.13840703061349666
2017_2018,2018-03-17,Huddersfield,Crystal Palace,1.082,1.0416,0.04040000000000008,0.6893,1.1894,-0.5001,0.010699999999999977,0.6106,0.872,1.3260333333333334,-0.45403333333333334,1.3447999999999998,1.8830000000000002,-0.5382,1.3257999999999999,1.6544999999999999,-0.3287000000000001,-0.3257999999999999,-0.054500000000000104,1.3932333333333333,1.5151000000000001,-0.12186666666666669,-0.2627999999999997,-0.8414000000000001,0.5786000000000001,-0.6364999999999998,-0.46509999999999985,-0.17139999999999989,0.3364999999999999,0.6651000000000001,-0.5212333333333333,-0.18906666666666672,-0.33216666666666667,0.003,0.039,0.957,1562.8034668,1640.44592285,-77.64245604999996,0.3900871494526408,106.05,20,0.0131,220.73,11,0.0273,-114.67999999999999,-9,-0.7330295541424289
2017_2018,2018-03-17,Liverpool,Watford,1.9826000000000001,0.9666,1.0160000000000002,1.9367999999999999,0.8032999999999999,1.1335,0.2632,0.2967000000000001,2.0891,0.9732999999999999,1.1158,1.2631999999999999,1.3094,-0.04619999999999995,1.1615,1.3735,-0.21200000000000002,-0.16149999999999998,0.12649999999999995,1.2541666666666667,1.4906666666666666,-0.2365,0.7194000000000003,-0.3427999999999999,1.0622000000000003,0.7752999999999999,-0.5702,1.3455,0.42469999999999997,0.17020000000000013,0.8349333333333335,-0.5173666666666666,1.3522999999999998,0.777,0.174,0.049,1903.35900879,1641.99719238,261.3618164100001,0.8182475846595417,857.5,3,0.106,196.0,13,0.0242,661.5,10,1.4759065198095778
2017_2018,2018-03-17,Stoke,Everton,0.5647999999999997,1.3126000000000002,-0.7478,0.7792,1.4605000000000001,-0.6813,-0.27919999999999995,0.03949999999999994,0.9688,1.6544999999999999,-0.6857,1.4266,1.6233999999999997,-0.19680000000000017,1.1718,1.8992999999999998,-0.7275000000000001,-0.07180000000000002,0.0006999999999999507,1.1180666666666668,1.5893000000000002,-0.47123333333333334,-0.8618000000000003,-0.3107999999999995,-0.5509999999999998,-0.39259999999999995,-0.43879999999999963,0.04620000000000013,-0.20739999999999992,0.03879999999999999,-0.14926666666666677,0.0651999999999997,-0.21446666666666664,0.024,0.099,0.877,1627.76025391,1687.59655762,-59.83630371000004,0.4147300293152425,192.45,14,0.0238,381.25,7,0.0471,-188.8,-7,-0.6836189481918662
2017_2018,2018-03-31,Brighton,Leicester,1.5276,0.9546000000000001,0.5730000000000001,1.3132,1.0737999999999999,0.2394000000000001,-0.013200000000000045,0.4262,0.9730666666666666,1.3036333333333334,-0.3305666666666667,1.5126000000000002,1.0182,0.49440000000000006,1.5336,1.0779,0.45570000000000005,-0.03360000000000003,0.22210000000000002,1.3538666666666666,1.2721333333333331,0.08173333333333337,0.014999999999999902,-0.06359999999999988,0.0786,-0.22040000000000015,-0.004100000000000215,-0.21629999999999994,0.020399999999999988,0.2041,-0.3807999999999999,0.031500000000000306,-0.41230000000000006,0.421,0.381,0.198,1630.29211426,1729.6887207,-99.39660643999991,0.3607355999056798,148.2,18,0.0183,304.25,8,0.0376,-156.05,-10,-0.7192870190056502
2017_2018,2018-03-31,Crystal Palace,Liverpool,1.2937999999999998,1.6982,-0.40440000000000015,1.4282999999999997,1.5669,-0.13860000000000014,-0.22829999999999995,0.03309999999999991,1.4369032258064516,1.4733225806451613,-0.03641935483870971,2.087,0.5288,1.5582,1.8614000000000002,0.7598,1.1016000000000001,0.6386,0.2402000000000001,2.0801612903225806,0.9533548387096775,1.126806451612903,-0.7932000000000003,1.1694,-1.9626000000000001,-0.4331000000000005,0.8070999999999999,-1.2402000000000002,-0.8668999999999999,-0.2071000000000002,-0.643258064516129,0.5199677419354838,-1.1632258064516128,0.419,0.271,0.309,1651.06921387,1907.41394043,-256.3447265599998,0.1860870468431863,220.73,11,0.0273,857.5,3,0.106,-636.77,-8,-1.3570809438869746
2017_2018,2018-03-31,Everton,Man City,1.7242000000000002,1.163,0.5611999999999998,1.4097,1.8487000000000002,-0.43900000000000006,-0.20970000000000005,-0.04870000000000006,1.1780967741935484,1.5668709677419355,-0.3887741935483871,1.873,0.4965999999999998,1.3764000000000003,1.9198,0.7295999999999999,1.1902000000000004,0.48020000000000007,0.07039999999999999,2.4521333333333337,0.6467666666666667,1.8053666666666668,-0.14879999999999982,0.6664000000000002,-0.8152000000000005,-0.5101,1.1191000000000004,-1.6292000000000004,-0.6899000000000002,-0.11910000000000005,-1.2740365591397853,0.9201043010752687,-2.194140860215054,0.118,0.227,0.655,1695.41418457,1991.93054199,-296.51635741999985,0.1535681352930356,381.25,7,0.0471,1010.0,1,0.1248,-628.75,-6,-0.9742502819136838
2017_2018,2018-03-31,Man United,Swansea,1.3505999999999998,0.8029999999999999,0.5476000000000001,1.3514,1.0161,0.33530000000000004,0.1486,-0.31609999999999994,1.6723333333333334,1.1650999999999998,0.5072333333333334,0.8328,1.4196000000000002,-0.5868,0.9651,1.5074,-0.5423,0.4349,-0.4074,0.7936333333333334,1.5677999999999999,-0.7741666666666667,0.5177999999999998,-0.6166000000000003,1.1344,0.3863,-0.49130000000000007,0.8776,-0.2863,0.09130000000000005,0.8787,-0.40270000000000006,1.2814,0.901,0.088,0.011,1888.82373047,1654.08728027,234.73645020000004,0.794334178652851,849.5,4,0.105,165.49,17,0.0205,684.01,13,1.6357371710811346
2017_2018,2018-03-31,Newcastle,Huddersfield,1.534,1.5988,-0.06479999999999977,1.5536,1.4798,0.07380000000000006,-0.45359999999999995,-0.4798,1.1721666666666666,1.4512666666666665,-0.2790999999999999,1.1,1.2642,-0.16419999999999985,0.7064,1.3432,-0.6368,-0.0064000000000000255,0.6567999999999999,0.850967741935484,1.3718709677419354,-0.5209032258064517,0.43399999999999994,0.3346,0.09940000000000007,0.8472000000000001,0.13660000000000005,0.7106000000000001,-0.44719999999999993,-1.1366,0.3211989247311826,0.07939569892473108,0.24180322580645175,0.921,0.068,0.011,1647.59143066,1552.18017578,95.41125488000012,0.6339572360056025,208.28,12,0.0257,106.05,20,0.0131,102.23,8,0.674972647284007
2017_2018,2018-03-31,Watford,Bournemouth,0.9088,1.557,-0.6481999999999999,1.0792,1.4232,-0.34400000000000003,-0.17919999999999997,0.3767999999999999,1.2251612903225806,1.5010322580645161,-0.2758709677419355,0.9804,2.8114,-1.831,1.0843,2.0289,-0.9446000000000001,0.6157,-0.3289000000000001,0.9664516129032258,1.7699032258064515,-0.8034516129032258,-0.0716,-1.2544,1.1828,-0.0051000000000001044,-0.6057000000000001,0.6006,-0.7948999999999999,0.7057,0.2587096774193548,-0.2688709677419354,0.5275806451612903,0.086,0.166,0.748,1637.94238281,1671.68347168,-33.741088869999885,0.4515947483746499,196.0,13,0.0242,144.5,19,0.0179,51.5,6,0.3048351516780303
2017_2018,2018-03-31,West Brom,Burnley,1.0656,1.4692,-0.4036000000000001,0.9693000000000002,1.3547,-0.3854000000000001,-0.0693,0.7453,0.9420322580645161,1.2814516129032258,-0.33941935483870966,1.2526,1.2555999999999998,-0.003000000000000136,1.1076000000000001,1.3146,-0.20700000000000007,-0.20760000000000006,-0.41459999999999997,0.8050666666666667,1.3860333333333332,-0.5809666666666666,-0.18699999999999983,0.21360000000000023,-0.4006,-0.13829999999999998,0.040100000000000025,-0.1784,0.13830000000000006,1.1599,0.13696559139784936,-0.10458172043010738,0.24154731182795697,0.054,0.21,0.736,1583.71728516,1696.07373047,-112.35644531000004,0.3437164955683793,165.95,16,0.0205,169.3,15,0.0209,-3.3500000000000227,-1,-0.019985750973106106
2017_2018,2018-03-31,West Ham,Southampton,0.7674,2.018,-1.2506,0.8592000000000001,1.4715,-0.6123,0.5408000000000001,0.4285,0.9997333333333334,1.5786,-0.5788666666666666,0.798,1.2516000000000003,-0.45359999999999995,0.8569000000000001,1.3533000000000002,-0.49640000000000006,0.04309999999999999,0.046699999999999964,1.098833333333333,1.3248,-0.22596666666666668,-0.03060000000000007,0.7663999999999995,-0.7969999999999999,0.0022999999999999687,0.11819999999999986,-0.11589999999999989,0.4977000000000001,0.38180000000000003,-0.09909999999999974,0.2538,-0.3529,0.679,0.233,0.088,1633.68334961,1648.3215332,-14.638183589999926,0.4789464164395077,268.1,10,0.0331,297.0,9,0.0367,-28.899999999999977,-1,-0.10237209356078593
2017_2018,2018-04-01,Arsenal,Stoke,1.6340000000000003,1.8170000000000002,-0.1829999999999997,1.6051000000000002,1.7258,-0.12070000000000006,0.1949,-0.12580000000000005,1.8724333333333332,1.3150666666666666,0.5573666666666668,0.5993999999999998,1.5262,-0.9268000000000001,0.8404,1.4488999999999999,-0.6084999999999999,-0.2404,-0.24890000000000007,0.9663870967741935,1.6972258064516128,-0.7308387096774193,1.0346000000000006,0.29080000000000017,0.7438000000000003,0.7647000000000002,0.27690000000000015,0.4877999999999999,0.4353,0.12310000000000001,0.9060462365591396,-0.3821591397849462,1.2882053763440862,0.98,0.017,0.003,1822.27612305,1619.94262695,202.33349610000005,0.7621902531992591,694.0,6,0.0858,192.45,14,0.0238,501.55,8,1.2826355807770493
2017_2018,2018-04-01,Chelsea,Tottenham,1.7280000000000002,1.2296,0.4984,1.8102999999999998,1.1329999999999998,0.6773,-0.010300000000000021,0.16700000000000004,1.6013333333333333,0.9008666666666667,0.7004666666666667,2.2,0.6548,1.5452,2.18,0.6545,1.5255,-0.18000000000000002,-0.1545,1.9503333333333333,0.7983666666666667,1.1519666666666668,-0.472,0.5748,-1.0468,-0.36970000000000036,0.4784999999999998,-0.8482000000000001,0.1697,0.3215,-0.349,0.10250000000000004,-0.4515000000000001,0.288,0.308,0.403,1855.87475586,1925.90588379,-70.03112792999991,0.4005601776806018,884.25,2,0.1093,829.6,5,0.1025,54.64999999999998,3,0.06379617117027235
2017_2018,2018-04-07,Bournemouth,Crystal Palace,1.3166,2.4501999999999997,-1.1336,1.1676000000000002,1.8677,-0.7001,0.5324,-0.16770000000000004,1.00234375,1.738375,-0.73603125,1.3442,1.7445999999999997,-0.40040000000000014,1.4848999999999999,1.6944,-0.20950000000000016,-0.3848999999999999,0.005599999999999916,1.4516562499999999,1.48103125,-0.029375000000000026,-0.02760000000000007,0.7056,-0.7331999999999999,-0.3172999999999997,0.1733,-0.4905999999999998,0.9172999999999999,-0.17329999999999995,-0.4493124999999998,0.25734375,-0.70665625,0.626,0.227,0.147,1675.88415527,1651.29919434,24.58496093000008,0.5353216689025604,144.5,19,0.0179,220.73,11,0.0273,-76.22999999999999,-8,-0.42366072760063356
2017_2018,2018-04-07,Brighton,Huddersfield,1.5198,1.1190000000000002,0.4008000000000001,1.4105,1.15,0.26050000000000006,-0.11050000000000004,0.55,0.9933870967741935,1.3024193548387097,-0.3090322580645161,0.6427999999999999,1.6846,-1.0417999999999998,0.7118,1.4517,-0.7398999999999999,-0.011800000000000024,0.3483,0.83315625,1.4082499999999998,-0.57509375,0.8770000000000001,-0.5655999999999999,1.4425999999999999,0.6987000000000001,-0.3017000000000001,1.0004,-0.09870000000000002,0.20170000000000005,0.16023084677419341,-0.10583064516129004,0.26606149193548384,0.361,0.292,0.347,1624.08239746,1551.21032715,72.87207031000003,0.6033600937536059,148.2,18,0.0183,106.05,20,0.0131,42.14999999999999,2,0.33465203185129494
2017_2018,2018-04-07,Everton,Liverpool,1.5986,1.2142,0.38439999999999985,1.3717,1.9138000000000002,-0.5421,-0.07170000000000001,-0.013800000000000057,1.16815625,1.5776875,-0.40953124999999996,1.9598000000000002,0.7398,1.2200000000000002,1.8709,0.8606999999999999,1.0102,0.6291,0.1393000000000001,2.06890625,0.98321875,1.0856875000000001,-0.3612000000000002,0.47439999999999993,-0.8356000000000003,-0.4992000000000001,1.0531000000000001,-1.5523,-0.7008,-0.15310000000000015,-0.9007499999999999,0.5944687499999999,-1.49521875,0.239,0.372,0.389,1695.17919922,1931.77246094,-236.59326171999987,0.2039251346569053,381.25,7,0.0471,857.5,3,0.106,-476.25,-4,-0.8105658511184736
2017_2018,2018-04-07,Leicester,Newcastle,1.4688,1.2248,0.24400000000000005,1.5812,0.9816,0.5996,0.018799999999999963,0.11839999999999998,1.3510322580645162,1.2828064516129034,0.06822580645161294,1.8123999999999998,1.0546,0.7578000000000003,1.7567999999999997,1.4449,0.31190000000000007,-0.5568,-0.4448999999999999,1.2161612903225807,1.4135161290322582,-0.19735483870967735,-0.3435999999999997,0.17020000000000013,-0.5138000000000003,-0.17559999999999976,-0.46330000000000005,0.28769999999999996,0.5755999999999999,0.5632999999999999,0.13487096774193552,-0.1307096774193548,0.2655806451612903,0.697,0.248,0.055,1743.0793457,1655.74206543,87.33728027000006,0.6231062656232821,304.25,8,0.0376,208.28,12,0.0257,95.97,4,0.37896640357293826
2017_2018,2018-04-07,Man City,Man United,1.8058,0.5093999999999997,1.2964000000000002,2.0015,0.6434,1.3581,0.6985000000000001,0.2566,2.4347419354838706,0.6536451612903227,1.7810967741935484,1.4526,0.8048,0.6478,1.3786,0.945,0.43360000000000004,0.3214,-0.24499999999999994,1.6875483870967742,1.132,0.5555483870967742,0.3532000000000002,-0.2954000000000002,0.6486000000000002,0.6229,-0.3016,0.9245000000000001,0.3771000000000001,0.5015999999999999,0.7471935483870964,-0.4783548387096772,1.225548387096774,0.846,0.106,0.048,1981.93859863,1895.61230469,86.32629393999991,0.6217385618394864,1010.0,1,0.1248,849.5,4,0.105,160.5,3,0.17305766872331843
2017_2018,2018-04-07,Stoke,Tottenham,0.38899999999999985,2.0598,-1.6707999999999998,0.7247,1.6035,-0.8788,-0.12469999999999999,-0.20350000000000001,0.94690625,1.755625,-0.80871875,1.969,0.6386000000000001,1.3303999999999996,2.1571000000000002,0.7356,1.4215,-0.05710000000000004,-0.1356,1.932225806451613,0.8116129032258065,1.1206129032258063,-1.5800000000000003,1.4212,-3.0011999999999994,-1.4324000000000003,0.8678999999999999,-2.3003,-0.06759999999999995,-0.06790000000000002,-0.985319556451613,0.9440120967741935,-1.9293316532258062,0.277,0.261,0.461,1619.08117676,1940.12426758,-321.04309081999986,0.1360993561367018,192.45,14,0.0238,829.6,5,0.1025,-637.1500000000001,-9,-1.4611072771855627
2017_2018,2018-04-07,Watford,Burnley,0.901,1.6132000000000002,-0.7121999999999999,1.0588,1.3573,-0.29850000000000004,-0.058800000000000005,0.3426999999999999,1.21065625,1.52021875,-0.3095625,1.3763999999999998,0.8847999999999999,0.49159999999999987,1.1282,1.3492000000000002,-0.22100000000000003,-0.028200000000000003,-0.3492,0.824741935483871,1.3540645161290326,-0.5293225806451612,-0.4753999999999998,0.7284000000000003,-1.2037999999999998,-0.06940000000000013,0.008099999999999774,-0.07750000000000001,-0.030600000000000002,0.6919,0.385914314516129,0.1661542338709674,0.21976008064516123,0.341,0.294,0.365,1640.92248535,1706.49853516,-65.57604981000009,0.4067333651441257,196.0,13,0.0242,169.3,15,0.0209,26.69999999999999,2,0.1464423700914276
2017_2018,2018-04-07,West Brom,Swansea,1.0188,1.2762,-0.25740000000000013,0.9453000000000001,1.3902999999999999,-0.4450000000000001,-0.04530000000000001,0.7097,0.9249375000000001,1.285625,-0.36068750000000005,0.7465999999999999,1.5514,-0.8048,0.8474999999999999,1.6039999999999999,-0.7565000000000001,0.35250000000000004,-0.404,0.7725161290322581,1.5863870967741938,-0.8138709677419355,0.2722,-0.2751999999999999,0.5473999999999999,0.09780000000000022,-0.2137,0.31149999999999994,-0.39780000000000004,1.1137000000000001,0.152421370967742,-0.30076209677419374,0.4531834677419354,0.524,0.314,0.161,1580.47338867,1654.47949219,-74.0061035199999,0.3950787010691812,165.95,16,0.0205,165.49,17,0.0205,0.45999999999997954,1,0.002775768135131549
2017_2018,2018-04-08,Arsenal,Southampton,1.7079999999999997,1.5874000000000001,0.1206000000000003,1.8699000000000001,1.6207,0.24919999999999992,0.13010000000000002,-0.12070000000000006,1.9270645161290323,1.2837096774193548,0.6433548387096774,0.688,1.3661999999999999,-0.6781999999999999,0.8166,1.3111,-0.49449999999999994,0.08339999999999999,0.3888999999999999,1.0778064516129031,1.3288387096774195,-0.2510322580645161,1.0199999999999998,0.22120000000000029,0.7988000000000002,1.0533000000000001,0.3096000000000001,0.7436999999999998,0.04670000000000003,-0.5095999999999999,0.8492580645161292,-0.04512903225806464,0.8943870967741935,0.214,0.265,0.521,1841.53088379,1639.96789551,201.5629882799999,0.7613853745268919,694.0,6,0.0858,297.0,9,0.0367,397.0,3,0.8487398217041048
