2022-09-08	Zurich	Arsenal
2022-09-08	Manchester-United	Real-Sociedad
2022-09-15	FC-Sheriff-Tiraspol	Manchester-United
2022-10-06	AC-Omonia	Manchester-United
2022-10-06	Arsenal	BodoGlimt
2022-10-13	BodoGlimt	Arsenal
2022-10-13	Manchester-United	AC-Omonia
2022-10-20	Arsenal	PSV-Eindhoven
2022-10-27	PSV-Eindhoven	Arsenal
2022-10-27	Manchester-United	FC-Sheriff-Tiraspol
2022-11-03	Real-Sociedad	Manchester-United
2022-11-03	Arsenal	Zurich
2023-02-16	Barcelona	Manchester-United
2023-02-23	Manchester-United	Barcelona
2023-03-09	Sporting-CP	Arsenal
2023-03-09	Manchester-United	Real-Betis
2023-03-16	Real-Betis	Manchester-United
2023-03-16	Arsenal	Sporting-CP
2023-04-13	Manchester-United	Sevilla
2023-04-20	Sevilla	Manchester-United
