2020-08-29	Stoke-City	Blackpool
2020-09-04	Middlesbrough	Shrewsbury-Town
2020-09-05	Ipswich-Town	Bristol-Rovers
2020-09-05	Huddersfield-Town	Rochdale
2020-09-05	Newport-County	Swansea-City
2020-09-05	Sunderland	Hull-City
2020-09-05	Luton-Town	Norwich-City
2020-09-05	Northampton-Town	Cardiff-City
2020-09-05	Barnsley	Nottingham-Forest
2020-09-06	Brentford	Wycombe-Wanderers
2020-09-15	Reading	Luton-Town
2020-09-15	Middlesbrough	Barnsley
2020-09-15	Oxford-United	Watford
2020-09-15	West-Ham-United	Charlton-Athletic
2020-09-15	Newcastle-United	Blackburn-Rovers
2020-09-15	Burton-Albion	Aston-Villa
2020-09-15	Bournemouth	Crystal-Palace
2020-09-16	West-Bromwich-Albion	Harrogate-Town
2020-09-16	Ipswich-Town	Fulham
2020-09-16	Southampton	Brentford
2020-09-16	Leeds-United	Hull-City
2020-09-16	Everton	Salford-City-FC
2020-09-17	Burnley	Sheffield-United
2020-09-17	Wolverhampton-Wanderers	Stoke-City
2020-09-17	Brighton-and-Hove-Albion	Portsmouth
2020-09-22	Leyton-Orient	Tottenham-Hotspur
2020-09-22	Newport-County	Watford
2020-09-22	West-Bromwich-Albion	Brentford
2020-09-22	West-Ham-United	Hull-City
2020-09-22	Luton-Town	Manchester-United
2020-09-23	Stoke-City	Gillingham
2020-09-23	Millwall	Burnley
2020-09-23	Fulham	Sheffield-Wednesday
2020-09-23	Preston-North-End	Brighton-and-Hove-Albion
2020-09-23	Leicester-City	Arsenal
2020-09-23	Fleetwood-Town	Everton
2020-09-23	Morecambe	Newcastle-United
2020-09-23	Chelsea	Barnsley
2020-09-24	Bristol-City	Aston-Villa
2020-09-24	Manchester-City	Bournemouth
2020-09-24	Lincoln-City	Liverpool
2020-09-29	Tottenham-Hotspur	Chelsea
2020-09-30	Newport-County	Newcastle-United
2020-09-30	Burnley	Manchester-City
2020-09-30	Brighton-and-Hove-Albion	Manchester-United
2020-09-30	Everton	West-Ham-United
2020-10-01	Brentford	Fulham
2020-10-01	Aston-Villa	Stoke-City
2020-10-01	Liverpool	Arsenal
2020-12-22	Brentford	Newcastle-United
2020-12-22	Arsenal	Manchester-City
2020-12-23	Stoke-City	Tottenham-Hotspur
2020-12-23	Everton	Manchester-United
2021-01-05	Tottenham-Hotspur	Brentford
2021-01-06	Manchester-United	Manchester-City
2021-04-25	Manchester-City	Tottenham-Hotspur
