2021-09-16	Dinamo-Zagreb	West-Ham-United
2021-09-16	Leicester-City	Napoli
2021-09-30	Legia-Warsaw	Leicester-City
2021-09-30	West-Ham-United	Rapid-Wien
2021-10-20	Spartak-Moscow	Leicester-City
2021-10-21	West-Ham-United	Genk
2021-11-04	Genk	West-Ham-United
2021-11-04	Leicester-City	Spartak-Moscow
2021-11-25	Rapid-Wien	West-Ham-United
2021-11-25	Leicester-City	Legia-Warsaw
2021-12-09	Napoli	Leicester-City
2021-12-09	West-Ham-United	Dinamo-Zagreb
2022-03-10	Sevilla	West-Ham-United
2022-03-17	West-Ham-United	Sevilla
2022-04-07	West-Ham-United	Lyon
2022-04-14	Lyon	West-Ham-United
2022-04-28	West-Ham-United	Eintracht-Frankfurt
2022-05-05	Eintracht-Frankfurt	West-Ham-United
